service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
000469,0,0,0,0,0,0,0,20201213,20211211
000473,0,0,0,0,0,0,0,20201213,20211211
000475,0,0,0,0,0,0,0,20201213,20211211
000480,0,0,0,0,0,0,0,20201213,20211211
000481,0,0,0,0,0,0,0,20201213,20211211
000508,0,0,0,0,0,0,0,20201213,20211211
000552,0,0,0,0,0,0,0,20201213,20211211
000571,0,0,0,0,0,0,0,20201213,20211211
000603,0,0,0,0,0,0,0,20201213,20211211
000610,0,0,0,0,0,0,0,20201213,20211211
000635,0,0,0,0,0,0,0,20201213,20211211
000677,0,0,0,0,0,0,0,20201213,20211211
000684,0,0,0,0,0,0,0,20201213,20211211
000711,0,0,0,0,0,0,0,20201213,20211211
000805,0,0,0,0,0,0,0,20201213,20211211
000829,0,0,0,0,0,0,0,20201213,20211211
000870,0,0,0,0,0,0,0,20201213,20211211
000952,0,0,0,0,0,0,0,20201213,20211211
001030,0,0,0,0,0,0,0,20201213,20211211
001158,0,0,0,0,0,0,0,20201213,20211211
001159,0,0,0,0,0,0,0,20201213,20211211
001184,0,0,0,0,0,0,0,20201213,20211211
001255,0,0,0,0,0,0,0,20201213,20211211
001310,0,0,0,0,0,0,0,20201213,20211211
001353,0,0,0,0,0,0,0,20201213,20211211
001395,0,0,0,0,0,0,0,20201213,20211211
001396,0,0,0,0,0,0,0,20201213,20211211
001400,0,0,0,0,0,0,0,20201213,20211211
001402,0,0,0,0,0,0,0,20201213,20211211
001409,0,0,0,0,0,0,0,20201213,20211211
001410,0,0,0,0,0,0,0,20201213,20211211
001422,0,0,0,0,0,0,0,20201213,20211211
001424,0,0,0,0,0,0,0,20201213,20211211
001453,0,0,0,0,0,0,0,20201213,20211211
001698,0,0,0,0,0,0,0,20201213,20211211
001703,0,0,0,0,0,0,0,20201213,20211211
001708,0,0,0,0,0,0,0,20201213,20211211
001713,0,0,0,0,0,0,0,20201213,20211211
001728,0,0,0,0,0,0,0,20201213,20211211
001826,0,0,0,0,0,0,0,20201213,20211211
001828,0,0,0,0,0,0,0,20201213,20211211
001843,0,0,0,0,0,0,0,20201213,20211211
001846,0,0,0,0,0,0,0,20201213,20211211
001949,0,0,0,0,0,0,0,20201213,20211211
001972,0,0,0,0,0,0,0,20201213,20211211
001973,0,0,0,0,0,0,0,20201213,20211211
001975,0,0,0,0,0,0,0,20201213,20211211
001976,0,0,0,0,0,0,0,20201213,20211211
002095,0,0,0,0,0,0,0,20201213,20211211
002096,0,0,0,0,0,0,0,20201213,20211211
002113,0,0,0,0,0,0,0,20201213,20211211
002120,0,0,0,0,0,0,0,20201213,20211211
002125,0,0,0,0,0,0,0,20201213,20211211
002126,0,0,0,0,0,0,0,20201213,20211211
002127,0,0,0,0,0,0,0,20201213,20211211
002142,0,0,0,0,0,0,0,20201213,20211211
002238,0,0,0,0,0,0,0,20201213,20211211
002280,0,0,0,0,0,0,0,20201213,20211211
002433,0,0,0,0,0,0,0,20201213,20211211
002514,0,0,0,0,0,0,0,20201213,20211211
002526,0,0,0,0,0,0,0,20201213,20211211
002738,0,0,0,0,0,0,0,20201213,20211211
002843,0,0,0,0,0,0,0,20201213,20211211
002863,0,0,0,0,0,0,0,20201213,20211211
003002,0,0,0,0,0,0,0,20201213,20211211
003003,0,0,0,0,0,0,0,20201213,20211211
003017,0,0,0,0,0,0,0,20201213,20211211
003018,0,0,0,0,0,0,0,20201213,20211211
003027,0,0,0,0,0,0,0,20201213,20211211
003028,0,0,0,0,0,0,0,20201213,20211211
003029,0,0,0,0,0,0,0,20201213,20211211
003030,0,0,0,0,0,0,0,20201213,20211211
003031,0,0,0,0,0,0,0,20201213,20211211
003032,0,0,0,0,0,0,0,20201213,20211211
003033,0,0,0,0,0,0,0,20201213,20211211
003034,0,0,0,0,0,0,0,20201213,20211211
003043,0,0,0,0,0,0,0,20201213,20211211
003090,0,0,0,0,0,0,0,20201213,20211211
003135,0,0,0,0,0,0,0,20201213,20211211
003137,0,0,0,0,0,0,0,20201213,20211211
003138,0,0,0,0,0,0,0,20201213,20211211
003140,0,0,0,0,0,0,0,20201213,20211211
003141,0,0,0,0,0,0,0,20201213,20211211
003143,0,0,0,0,0,0,0,20201213,20211211
003144,0,0,0,0,0,0,0,20201213,20211211
003145,0,0,0,0,0,0,0,20201213,20211211
003146,0,0,0,0,0,0,0,20201213,20211211
003147,0,0,0,0,0,0,0,20201213,20211211
003148,0,0,0,0,0,0,0,20201213,20211211
003149,0,0,0,0,0,0,0,20201213,20211211
003150,0,0,0,0,0,0,0,20201213,20211211
003151,0,0,0,0,0,0,0,20201213,20211211
003152,0,0,0,0,0,0,0,20201213,20211211
003155,0,0,0,0,0,0,0,20201213,20211211
003156,0,0,0,0,0,0,0,20201213,20211211
003157,0,0,0,0,0,0,0,20201213,20211211
003158,0,0,0,0,0,0,0,20201213,20211211
003159,0,0,0,0,0,0,0,20201213,20211211
003162,0,0,0,0,0,0,0,20201213,20211211
003163,0,0,0,0,0,0,0,20201213,20211211
003166,0,0,0,0,0,0,0,20201213,20211211
003167,0,0,0,0,0,0,0,20201213,20211211
003168,0,0,0,0,0,0,0,20201213,20211211
003169,0,0,0,0,0,0,0,20201213,20211211
003170,0,0,0,0,0,0,0,20201213,20211211
003171,0,0,0,0,0,0,0,20201213,20211211
003172,0,0,0,0,0,0,0,20201213,20211211
003173,0,0,0,0,0,0,0,20201213,20211211
003175,0,0,0,0,0,0,0,20201213,20211211
003176,0,0,0,0,0,0,0,20201213,20211211
003177,0,0,0,0,0,0,0,20201213,20211211
003178,0,0,0,0,0,0,0,20201213,20211211
003179,0,0,0,0,0,0,0,20201213,20211211
003180,0,0,0,0,0,0,0,20201213,20211211
003181,0,0,0,0,0,0,0,20201213,20211211
003182,0,0,0,0,0,0,0,20201213,20211211
003183,0,0,0,0,0,0,0,20201213,20211211
003184,0,0,0,0,0,0,0,20201213,20211211
003185,0,0,0,0,0,0,0,20201213,20211211
003186,0,0,0,0,0,0,0,20201213,20211211
003188,0,0,0,0,0,0,0,20201213,20211211
003189,0,0,0,0,0,0,0,20201213,20211211
003190,0,0,0,0,0,0,0,20201213,20211211
003191,0,0,0,0,0,0,0,20201213,20211211
003192,0,0,0,0,0,0,0,20201213,20211211
003193,0,0,0,0,0,0,0,20201213,20211211
003198,0,0,0,0,0,0,0,20201213,20211211
003209,0,0,0,0,0,0,0,20201213,20211211
003210,0,0,0,0,0,0,0,20201213,20211211
003229,0,0,0,0,0,0,0,20201213,20211211
003230,0,0,0,0,0,0,0,20201213,20211211
003231,0,0,0,0,0,0,0,20201213,20211211
003233,0,0,0,0,0,0,0,20201213,20211211
003234,0,0,0,0,0,0,0,20201213,20211211
003236,0,0,0,0,0,0,0,20201213,20211211
003238,0,0,0,0,0,0,0,20201213,20211211
003239,0,0,0,0,0,0,0,20201213,20211211
003241,0,0,0,0,0,0,0,20201213,20211211
003243,0,0,0,0,0,0,0,20201213,20211211
003245,0,0,0,0,0,0,0,20201213,20211211
003246,0,0,0,0,0,0,0,20201213,20211211
003247,0,0,0,0,0,0,0,20201213,20211211
003249,0,0,0,0,0,0,0,20201213,20211211
003253,0,0,0,0,0,0,0,20201213,20211211
003255,0,0,0,0,0,0,0,20201213,20211211
003256,0,0,0,0,0,0,0,20201213,20211211
003257,0,0,0,0,0,0,0,20201213,20211211
003264,0,0,0,0,0,0,0,20201213,20211211
003267,0,0,0,0,0,0,0,20201213,20211211
003268,0,0,0,0,0,0,0,20201213,20211211
003269,0,0,0,0,0,0,0,20201213,20211211
003270,0,0,0,0,0,0,0,20201213,20211211
003283,0,0,0,0,0,0,0,20201213,20211211
003294,0,0,0,0,0,0,0,20201213,20211211
003296,0,0,0,0,0,0,0,20201213,20211211
003297,0,0,0,0,0,0,0,20201213,20211211
003299,0,0,0,0,0,0,0,20201213,20211211
003300,0,0,0,0,0,0,0,20201213,20211211
003301,0,0,0,0,0,0,0,20201213,20211211
003306,0,0,0,0,0,0,0,20201213,20211211
003307,0,0,0,0,0,0,0,20201213,20211211
003308,0,0,0,0,0,0,0,20201213,20211211
003318,0,0,0,0,0,0,0,20201213,20211211
003320,0,0,0,0,0,0,0,20201213,20211211
003321,0,0,0,0,0,0,0,20201213,20211211
003336,0,0,0,0,0,0,0,20201213,20211211
003339,0,0,0,0,0,0,0,20201213,20211211
003341,0,0,0,0,0,0,0,20201213,20211211
003344,0,0,0,0,0,0,0,20201213,20211211
003345,0,0,0,0,0,0,0,20201213,20211211
003346,0,0,0,0,0,0,0,20201213,20211211
003347,0,0,0,0,0,0,0,20201213,20211211
003354,0,0,0,0,0,0,0,20201213,20211211
003355,0,0,0,0,0,0,0,20201213,20211211
003356,0,0,0,0,0,0,0,20201213,20211211
003357,0,0,0,0,0,0,0,20201213,20211211
003359,0,0,0,0,0,0,0,20201213,20211211
003360,0,0,0,0,0,0,0,20201213,20211211
003361,0,0,0,0,0,0,0,20201213,20211211
003389,0,0,0,0,0,0,0,20201213,20211211
003396,0,0,0,0,0,0,0,20201213,20211211
003397,0,0,0,0,0,0,0,20201213,20211211
003410,0,0,0,0,0,0,0,20201213,20211211
003411,0,0,0,0,0,0,0,20201213,20211211
003414,0,0,0,0,0,0,0,20201213,20211211
003416,0,0,0,0,0,0,0,20201213,20211211
003418,0,0,0,0,0,0,0,20201213,20211211
003421,0,0,0,0,0,0,0,20201213,20211211
003424,0,0,0,0,0,0,0,20201213,20211211
003426,0,0,0,0,0,0,0,20201213,20211211
003427,0,0,0,0,0,0,0,20201213,20211211
003429,0,0,0,0,0,0,0,20201213,20211211
003434,0,0,0,0,0,0,0,20201213,20211211
003435,0,0,0,0,0,0,0,20201213,20211211
003437,0,0,0,0,0,0,0,20201213,20211211
003438,0,0,0,0,0,0,0,20201213,20211211
003439,0,0,0,0,0,0,0,20201213,20211211
003450,0,0,0,0,0,0,0,20201213,20211211
003451,0,0,0,0,0,0,0,20201213,20211211
003452,0,0,0,0,0,0,0,20201213,20211211
003453,0,0,0,0,0,0,0,20201213,20211211
003454,0,0,0,0,0,0,0,20201213,20211211
003456,0,0,0,0,0,0,0,20201213,20211211
003471,0,0,0,0,0,0,0,20201213,20211211
003474,0,0,0,0,0,0,0,20201213,20211211
003654,0,0,0,0,0,0,0,20201213,20211211
003959,0,0,0,0,0,0,0,20201213,20211211
004151,0,0,0,0,0,0,0,20201213,20211211
004240,0,0,0,0,0,0,0,20201213,20211211
007691,0,0,0,0,0,0,0,20201213,20211211
008028,0,0,0,0,0,0,0,20201213,20211211
008029,0,0,0,0,0,0,0,20201213,20211211
008065,0,0,0,0,0,0,0,20201213,20211211
008066,0,0,0,0,0,0,0,20201213,20211211
008067,0,0,0,0,0,0,0,20201213,20211211
008530,0,0,0,0,0,0,0,20201213,20211211
008532,0,0,0,0,0,0,0,20201213,20211211
008533,0,0,0,0,0,0,0,20201213,20211211
008577,0,0,0,0,0,0,0,20201213,20211211
008580,0,0,0,0,0,0,0,20201213,20211211
008581,0,0,0,0,0,0,0,20201213,20211211
008588,0,0,0,0,0,0,0,20201213,20211211
008591,0,0,0,0,0,0,0,20201213,20211211
008593,0,0,0,0,0,0,0,20201213,20211211
008594,0,0,0,0,0,0,0,20201213,20211211
008595,0,0,0,0,0,0,0,20201213,20211211
008597,0,0,0,0,0,0,0,20201213,20211211
008600,0,0,0,0,0,0,0,20201213,20211211
008605,0,0,0,0,0,0,0,20201213,20211211
008606,0,0,0,0,0,0,0,20201213,20211211
008607,0,0,0,0,0,0,0,20201213,20211211
008608,0,0,0,0,0,0,0,20201213,20211211
008609,0,0,0,0,0,0,0,20201213,20211211
008611,0,0,0,0,0,0,0,20201213,20211211
008612,0,0,0,0,0,0,0,20201213,20211211
008616,0,0,0,0,0,0,0,20201213,20211211
008618,0,0,0,0,0,0,0,20201213,20211211
008623,0,0,0,0,0,0,0,20201213,20211211
008626,0,0,0,0,0,0,0,20201213,20211211
008627,0,0,0,0,0,0,0,20201213,20211211
008628,0,0,0,0,0,0,0,20201213,20211211
009460,0,0,0,0,0,0,0,20201213,20211211
000000,0,0,0,0,0,0,0,20201213,20211211
