trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
1,08:42:00,08:42:00,8103000,1,,0,1,
1,08:47:00,08:49:00,8100514,2,,0,0,
1,09:13:00,09:15:00,8100008,3,,0,0,
1,10:02:00,10:04:00,8100013,4,,0,0,
1,10:23:00,10:25:00,8100167,5,,0,0,
1,10:38:00,10:40:00,8100170,6,,0,0,
1,10:56:00,11:03:00,8100172,7,,0,0,
1,11:16:00,11:21:00,8100517,8,,0,0,
1,11:26:00,11:28:00,8100306,9,,0,0,
1,11:47:00,11:50:00,8100150,10,,0,0,
1,12:05:00,12:07:00,8100132,11,,0,0,
1,12:20:00,12:22:00,8100133,12,,0,0,
1,12:34:00,12:39:00,8100136,13,,0,0,
1,12:47:00,12:49:00,8100137,14,,0,0,
1,13:04:00,13:06:00,8100138,15,,0,0,
1,13:10:00,13:12:00,8100139,16,,0,0,
1,13:35:00,13:35:00,8100042,17,,1,0,
2,14:25:00,14:25:00,8100042,1,,0,1,
2,14:48:00,14:50:00,8100139,2,,0,0,
2,14:53:00,14:55:00,8100138,3,,0,0,
2,15:09:00,15:11:00,8100137,4,,0,0,
2,15:19:00,15:21:00,8100136,5,,0,0,
2,15:33:00,15:35:00,8100133,6,,0,0,
2,15:52:00,15:55:00,8100132,7,,0,0,
2,16:09:00,16:12:00,8100150,8,,0,0,
2,16:29:00,16:31:00,8100306,9,,0,0,
2,16:36:00,16:38:00,8100517,10,,0,0,
2,16:49:00,16:51:00,8100172,11,,0,0,
2,17:07:00,17:08:00,8100170,12,,0,0,
2,17:24:00,17:25:00,8100167,13,,0,0,
2,17:56:00,17:58:00,8100013,14,,0,0,
2,18:44:00,18:46:00,8100008,15,,0,0,
2,19:11:00,19:13:00,8100514,16,,0,0,
2,19:18:00,19:18:00,8103000,17,,1,0,
3,13:42:00,13:42:00,8103000,1,,0,1,
3,13:47:00,13:49:00,8100514,2,,0,0,
3,14:13:00,14:15:00,8100008,3,,0,0,
3,15:00:00,15:02:00,8100013,4,,0,0,
3,15:25:00,15:27:00,8100167,5,,0,0,
3,15:41:00,15:48:00,8100170,6,,0,0,
3,16:10:00,16:17:00,8100172,7,,0,0,
3,16:29:00,16:30:00,8100517,8,,0,0,
3,16:35:00,16:36:00,8100306,9,,0,0,
3,16:51:00,16:54:00,8100150,10,,0,0,
3,17:00:00,17:02:00,8100131,11,,0,0,
3,17:11:00,17:13:00,8100132,12,,0,0,
3,17:22:00,17:24:00,8100133,13,,0,0,
3,17:36:00,17:38:00,8100136,14,,0,0,
3,17:46:00,17:52:00,8100137,15,,0,0,
3,18:07:00,18:10:00,8100138,16,,0,0,
3,18:14:00,18:15:00,8100139,17,,0,0,
3,18:35:00,18:35:00,8100042,18,,1,0,
4,16:25:00,16:25:00,8100042,1,,0,1,
4,16:48:00,16:50:00,8100139,2,,0,0,
4,16:53:00,16:55:00,8100138,3,,0,0,
4,17:09:00,17:11:00,8100137,4,,0,0,
4,17:19:00,17:21:00,8100136,5,,0,0,
4,17:33:00,17:35:00,8100133,6,,0,0,
4,17:52:00,17:55:00,8100132,7,,0,0,
4,18:04:00,18:06:00,8100131,8,,0,0,
4,18:12:00,18:15:00,8100150,9,,0,0,
4,18:34:00,18:35:00,8100306,10,,0,0,
4,18:40:00,18:42:00,8100517,11,,0,0,
4,18:53:00,18:55:00,8100172,12,,0,0,
4,19:11:00,19:13:00,8100170,13,,0,0,
4,19:35:00,19:36:00,8100167,14,,0,0,
4,19:57:00,19:59:00,8100013,15,,0,0,
4,20:44:00,20:46:00,8100008,16,,0,0,
4,21:11:00,21:13:00,8100514,17,,0,0,
4,21:18:00,21:18:00,8103000,18,,1,0,
5,09:10:00,09:10:00,8103000,1,,0,1,
5,09:15:00,09:17:00,8100514,2,,0,0,
5,09:31:00,09:36:00,8102059,3,,0,0,
5,09:49:00,09:51:00,8100008,4,,0,0,
5,10:38:00,10:40:00,8100013,5,,0,0,
5,11:02:00,11:04:00,8100017,6,,0,0,
5,11:16:00,11:18:00,8100151,7,,0,0,
5,11:23:00,11:25:00,8100152,8,,0,0,
5,11:35:00,11:36:00,8100766,9,,0,0,
5,11:53:00,11:55:00,8100157,10,,0,0,
5,12:05:00,12:06:00,8100160,11,,0,0,
5,12:09:00,12:10:00,8100162,12,,0,0,
5,12:18:00,12:22:00,8100926,13,,0,0,
5,12:26:00,12:29:00,8100163,14,,0,0,
5,12:41:00,12:42:00,8100164,15,,0,0,
5,12:49:00,12:50:00,8101025,16,,0,0,
5,12:56:00,12:57:00,8100672,17,,0,0,
5,12:59:00,13:00:00,8100165,18,,0,0,
5,13:05:00,13:06:00,8100166,19,,0,0,
5,13:16:00,13:16:00,8100132,20,,1,0,
6,16:36:00,16:36:00,8100132,1,,0,1,
6,16:46:00,16:47:00,8100166,2,,0,0,
6,16:52:00,16:53:00,8100165,3,,0,0,
6,16:55:00,16:56:00,8100672,4,,0,0,
6,17:03:00,17:04:00,8101025,5,,0,0,
6,17:11:00,17:13:00,8100164,6,,0,0,
6,17:25:00,17:29:00,8100163,7,,0,0,
6,17:32:00,17:35:00,8100926,8,,0,0,
6,17:42:00,17:43:00,8100162,9,,0,0,
6,17:46:00,17:47:00,8100160,10,,0,0,
6,17:57:00,17:59:00,8100157,11,,0,0,
6,18:18:00,18:19:00,8100766,12,,0,0,
6,18:30:00,18:32:00,8100152,13,,0,0,
6,18:38:00,18:40:00,8100151,14,,0,0,
6,18:52:00,18:56:00,8100017,15,,0,0,
6,19:20:00,19:22:00,8100013,16,,0,0,
6,20:08:00,20:10:00,8100008,17,,0,0,
6,20:23:00,20:28:00,8102059,18,,0,0,
6,20:42:00,20:44:00,8100514,19,,0,0,
6,20:49:00,20:49:00,8103000,20,,1,0,
7,21:03:00,21:03:00,8100353,1,,0,1,
7,21:21:00,21:21:00,8103000,2,,1,0,
8,06:12:00,06:12:00,8103000,1,,0,1,
8,06:27:00,06:27:00,8100353,2,,1,0,
9,06:42:00,06:42:00,8103000,1,,0,1,
9,06:57:00,06:57:00,8100353,2,,1,0,
10,22:33:00,22:33:00,8100353,1,,0,1,
10,22:48:00,22:48:00,8103000,2,,1,0,
11,23:03:00,23:03:00,8100353,1,,0,1,
11,23:18:00,23:18:00,8103000,2,,1,0,
12,13:33:00,13:33:00,8100353,1,,0,1,
12,13:48:00,13:58:00,8103000,2,,0,0,
12,14:03:00,14:05:00,8100514,3,,0,0,
12,14:30:00,14:32:00,8100516,4,,0,0,
12,15:28:00,15:30:00,8100029,5,,0,0,
12,15:50:00,15:51:00,8100031,6,,0,0,
12,15:56:00,15:58:00,8100032,7,,0,0,
12,16:33:00,16:33:00,8100173,8,,1,0,
13,10:03:00,10:03:00,8100353,1,,0,1,
13,10:18:00,10:18:00,8103000,2,,1,0,
14,19:54:00,19:54:00,8100004,1,,0,1,
14,19:56:00,20:01:00,8103000,2,,0,0,
14,20:06:00,20:08:00,8100514,3,,0,0,
14,20:56:00,20:58:00,8100516,4,,0,0,
14,22:20:00,22:22:00,8100032,5,,0,0,
14,22:34:00,22:36:00,8100070,6,,0,0,
14,24:19:00,24:21:00,8100085,7,,0,0,
14,24:43:00,24:45:00,8100147,8,,0,0,
14,25:08:00,25:23:00,8303915,9,,0,0,
14,29:41:00,29:46:00,8300217,10,,1,0,
14,32:50:00,32:50:00,8300157,11,,1,0,
15,25:31:00,25:31:00,7800020,1,,0,1,
15,28:16:00,28:19:00,7900006,2,,1,1,
15,28:36:00,28:46:00,8100082,3,,1,0,
15,29:29:00,29:50:00,8100173,4,,1,0,
15,30:26:00,30:31:00,8100032,5,,1,0,
15,32:08:00,32:10:00,8100516,6,,1,0,
15,32:51:00,32:53:00,8100514,7,,1,0,
15,32:58:00,33:01:00,8103000,8,,1,0,
15,33:04:00,33:36:00,8100004,9,,1,0,
15,34:49:00,34:49:00,5600207,10,,1,0,
16,15:51:00,15:51:00,5600207,1,,0,1,
16,17:11:00,17:55:00,8100004,2,,0,1,
16,17:58:00,18:01:00,8103000,3,,0,1,
16,18:06:00,18:08:00,8100514,4,,0,1,
16,18:49:00,18:51:00,8100516,5,,0,1,
16,20:21:00,20:23:00,8100032,6,,0,1,
16,20:59:00,21:01:00,8100173,7,,0,1,
16,21:35:00,21:46:00,8100082,8,,0,1,
16,22:03:00,22:08:00,7900006,9,,1,1,
16,24:56:00,24:56:00,7800020,10,,1,0,
17,17:33:00,17:33:00,8100353,1,,0,1,
17,17:48:00,17:58:00,8103000,2,,0,0,
17,18:03:00,18:05:00,8100514,3,,0,0,
17,18:28:00,18:32:00,8100516,4,,0,0,
17,19:14:00,19:15:00,8100028,5,,0,0,
17,19:28:00,19:30:00,8100029,6,,0,0,
17,19:50:00,19:51:00,8100031,7,,0,0,
17,19:56:00,19:58:00,8100032,8,,0,0,
17,20:33:00,20:33:00,8100173,9,,1,0,
18,20:15:00,20:15:00,8100002,1,,0,1,
18,20:38:00,20:40:00,8100041,2,,0,0,
18,20:59:00,21:01:00,8100042,3,,0,0,
18,21:09:00,21:11:00,8100043,4,,0,0,
18,21:17:00,21:23:00,8100044,5,,0,0,
18,21:53:00,21:55:00,8100048,6,,0,0,
18,22:05:00,22:07:00,8100049,7,,0,0,
18,22:29:00,22:31:00,8100053,8,,0,0,
18,22:37:00,22:39:00,8100054,9,,0,0,
18,22:46:00,22:48:00,8100055,10,,0,0,
18,22:55:00,22:57:00,8100057,11,,0,0,
18,23:11:00,23:13:00,8100059,12,,0,0,
18,23:21:00,23:21:00,8100099,13,,1,0,
19,17:30:00,17:30:00,8103000,1,,0,1,
19,17:35:00,17:37:00,8100514,2,,0,0,
19,17:58:00,18:00:00,8100008,3,,0,0,
19,18:44:00,18:46:00,8100013,4,,0,0,
19,19:52:00,20:15:00,8100002,5,,0,0,
20,19:52:00,20:15:00,8100002,5,,0,0,
20,20:38:00,20:40:00,8100041,6,,0,0,
20,20:59:00,21:01:00,8100042,7,,0,0,
20,21:09:00,21:11:00,8100043,8,,0,0,
20,21:17:00,21:23:00,8100044,9,,0,0,
20,21:53:00,21:55:00,8100048,10,,0,0,
20,22:05:00,22:07:00,8100049,11,,0,0,
20,22:29:00,22:31:00,8100053,12,,0,0,
20,22:37:00,22:39:00,8100054,13,,0,0,
20,22:46:00,22:48:00,8100055,14,,0,0,
20,22:55:00,22:57:00,8100057,15,,0,0,
20,23:11:00,23:13:00,8100059,16,,0,0,
20,23:21:00,23:21:00,8100099,17,,1,0,
21,15:41:00,15:41:00,8100099,1,,0,1,
21,15:49:00,15:51:00,8100059,2,,0,0,
21,16:05:00,16:07:00,8100057,3,,0,0,
21,16:14:00,16:16:00,8100055,4,,0,0,
21,16:23:00,16:25:00,8100054,5,,0,0,
21,16:31:00,16:33:00,8100053,6,,0,0,
21,16:55:00,16:57:00,8100049,7,,0,0,
21,17:07:00,17:09:00,8100048,8,,0,0,
21,17:39:00,17:43:00,8100044,9,,0,0,
21,17:48:00,17:50:00,8100043,10,,0,0,
21,17:58:00,18:00:00,8100042,11,,0,0,
21,18:19:00,18:21:00,8100041,12,,0,0,
21,18:45:00,19:08:00,8100002,13,,0,0,
21,20:14:00,20:16:00,8100013,14,,0,0,
21,21:00:00,21:02:00,8100008,15,,0,0,
21,21:23:00,21:25:00,8100514,16,,0,0,
21,21:30:00,21:30:00,8103000,17,,1,0,
22,08:03:00,08:03:00,8103000,1,,0,1,
22,08:08:00,08:10:00,8100514,2,,0,0,
22,08:32:00,08:34:00,8100008,3,,0,0,
22,09:19:00,09:21:00,8100013,4,,0,0,
22,10:27:00,10:44:00,8100002,5,,0,0,
23,10:27:00,10:44:00,8100002,5,,0,0,
23,11:07:00,11:09:00,8100041,6,,0,0,
23,11:28:00,11:30:00,8100042,7,,0,0,
23,11:38:00,11:40:00,8100043,8,,0,0,
23,11:46:00,11:49:00,8100044,9,,0,0,
23,12:19:00,12:21:00,8100048,10,,0,0,
23,12:31:00,12:33:00,8100049,11,,0,0,
23,12:55:00,12:57:00,8100053,12,,0,0,
23,13:03:00,13:05:00,8100054,13,,0,0,
23,13:12:00,13:14:00,8100055,14,,0,0,
23,13:21:00,13:23:00,8100057,15,,0,0,
23,13:37:00,13:39:00,8100059,16,,0,0,
23,13:47:00,13:47:00,8100099,17,,1,0,
24,15:41:00,15:41:00,8100099,1,,0,1,
24,15:49:00,15:51:00,8100059,2,,0,0,
24,16:05:00,16:07:00,8100057,3,,0,0,
24,16:14:00,16:16:00,8100055,4,,0,0,
24,16:23:00,16:25:00,8100054,5,,0,0,
24,16:31:00,16:33:00,8100053,6,,0,0,
24,16:55:00,16:57:00,8100049,7,,0,0,
24,17:07:00,17:09:00,8100048,8,,0,0,
24,17:39:00,17:43:00,8100044,9,,0,0,
24,17:48:00,17:50:00,8100043,10,,0,0,
24,17:58:00,18:00:00,8100042,11,,0,0,
24,18:19:00,18:21:00,8100041,12,,0,0,
24,18:45:00,18:52:00,8100002,13,,0,0,
24,20:02:00,20:04:00,8100013,14,,0,0,
24,20:49:00,20:51:00,8100008,15,,0,0,
24,21:13:00,21:15:00,8100514,16,,0,0,
24,21:20:00,21:20:00,8103000,17,,1,0,
25,11:30:00,11:30:00,8103000,1,,0,1,
25,11:35:00,11:37:00,8100514,2,,0,0,
25,11:58:00,12:00:00,8100008,3,,0,0,
25,12:44:00,12:46:00,8100013,4,,0,0,
25,13:52:00,14:15:00,8100002,5,,0,0,
25,14:38:00,14:40:00,8100041,6,,0,0,
25,14:59:00,15:01:00,8100042,7,,0,0,
25,15:09:00,15:11:00,8100043,8,,0,0,
25,15:17:00,15:23:00,8100044,9,,0,0,
25,15:53:00,15:55:00,8100048,10,,0,0,
25,16:05:00,16:07:00,8100049,11,,0,0,
25,16:29:00,16:31:00,8100053,12,,0,0,
25,16:37:00,16:39:00,8100054,13,,0,0,
25,16:46:00,16:48:00,8100055,14,,0,0,
25,16:55:00,16:57:00,8100057,15,,0,0,
25,17:11:00,17:13:00,8100059,16,,0,0,
25,17:21:00,17:21:00,8100099,17,,1,0,
26,09:41:00,09:41:00,8100099,1,,0,1,
26,09:49:00,09:51:00,8100059,2,,0,0,
26,10:05:00,10:07:00,8100057,3,,0,0,
26,10:14:00,10:16:00,8100055,4,,0,0,
26,10:23:00,10:25:00,8100054,5,,0,0,
26,10:31:00,10:33:00,8100053,6,,0,0,
26,10:55:00,10:57:00,8100049,7,,0,0,
26,11:07:00,11:09:00,8100048,8,,0,0,
26,11:39:00,11:43:00,8100044,9,,0,0,
26,11:48:00,11:50:00,8100043,10,,0,0,
26,11:58:00,12:00:00,8100042,11,,0,0,
26,12:19:00,12:21:00,8100041,12,,0,0,
26,12:45:00,13:08:00,8100002,13,,0,0,
26,14:14:00,14:16:00,8100013,14,,0,0,
26,15:00:00,15:02:00,8100008,15,,0,0,
26,15:23:00,15:25:00,8100514,16,,0,0,
26,15:30:00,15:40:00,8103000,17,,0,0,
26,15:57:00,15:57:00,8100353,18,,1,0,
27,13:08:00,13:08:00,8100002,1,,0,1,
27,14:14:00,14:16:00,8100013,2,,0,0,
27,15:00:00,15:02:00,8100008,3,,0,0,
27,15:23:00,15:25:00,8100514,4,,0,0,
27,15:30:00,15:40:00,8103000,5,,0,0,
27,15:57:00,15:57:00,8100353,6,,1,0,
28,15:40:00,15:40:00,8103000,1,,0,1,
28,15:57:00,15:57:00,8100353,2,,1,0,
29,18:24:00,18:24:00,8100002,1,,0,1,
29,19:34:00,19:36:00,8100013,2,,0,0,
29,20:26:00,20:28:00,8100008,3,,0,0,
29,20:51:00,20:53:00,8100514,4,,0,0,
29,20:58:00,20:58:00,8103000,5,,1,0,
30,15:16:00,15:16:00,8100099,1,,0,1,
30,15:24:00,15:26:00,8100059,2,,0,0,
30,15:40:00,15:42:00,8100057,3,,0,0,
30,15:49:00,15:51:00,8100055,4,,0,0,
30,15:58:00,16:00:00,8100054,5,,0,0,
30,16:06:00,16:08:00,8100053,6,,0,0,
30,16:30:00,16:32:00,8100049,7,,0,0,
30,16:42:00,16:44:00,8100048,8,,0,0,
30,17:14:00,17:17:00,8100044,9,,0,0,
30,17:22:00,17:24:00,8100043,10,,0,0,
30,17:32:00,17:34:00,8100042,11,,0,0,
30,17:54:00,17:56:00,8100041,12,,0,0,
30,18:17:00,18:24:00,8100002,13,,0,0,
30,19:34:00,19:36:00,8100013,14,,0,0,
30,20:26:00,20:28:00,8100008,15,,0,0,
30,20:51:00,20:53:00,8100514,16,,0,0,
30,20:58:00,20:58:00,8103000,17,,1,0,
31,15:40:00,15:40:00,8103000,1,,0,1,
31,15:57:00,15:57:00,8100353,2,,1,0,
32,09:41:00,09:41:00,8100099,1,,0,1,
32,09:49:00,09:51:00,8100059,2,,0,0,
32,10:05:00,10:07:00,8100057,3,,0,0,
32,10:14:00,10:16:00,8100055,4,,0,0,
32,10:23:00,10:25:00,8100054,5,,0,0,
32,10:31:00,10:33:00,8100053,6,,0,0,
32,10:55:00,10:57:00,8100049,7,,0,0,
32,11:07:00,11:09:00,8100048,8,,0,0,
32,11:39:00,11:43:00,8100044,9,,0,0,
32,11:48:00,11:50:00,8100043,10,,0,0,
32,11:58:00,12:00:00,8100042,11,,0,0,
32,12:19:00,12:21:00,8100041,12,,0,0,
32,12:45:00,12:52:00,8100002,13,,0,0,
32,14:02:00,14:04:00,8100013,14,,0,0,
32,14:49:00,14:51:00,8100008,15,,0,0,
32,15:13:00,15:15:00,8100514,16,,0,0,
32,15:20:00,15:40:00,8103000,17,,0,0,
32,15:57:00,15:57:00,8100353,18,,1,0,
33,15:52:00,15:52:00,8300094,1,,0,1,
33,16:02:00,16:04:00,8300093,2,,0,1,
33,18:41:00,18:49:00,8303915,3,,0,0,
33,19:11:00,19:14:00,8100147,4,,0,0,
33,19:24:00,19:25:00,8100081,5,,0,0,
33,19:37:00,19:39:00,8100085,6,,0,0,
33,19:51:00,19:53:00,8100078,7,,0,0,
33,20:09:00,20:10:00,8100096,8,,0,0,
33,20:46:00,20:47:00,8100074,9,,0,0,
33,21:00:00,21:01:00,8100073,10,,0,0,
33,21:12:00,21:14:00,8100072,11,,0,0,
33,21:32:00,21:34:00,8100070,12,,0,0,
33,21:44:00,21:46:00,8100032,13,,0,0,
33,23:03:00,23:05:00,8100516,14,,0,0,
33,23:28:00,23:30:00,8100514,15,,0,0,
33,23:35:00,23:35:00,8103000,16,,1,0,
34,19:14:00,19:14:00,8100147,1,,0,1,
34,19:24:00,19:25:00,8100081,2,,0,0,
34,19:37:00,19:39:00,8100085,3,,0,0,
34,19:51:00,19:53:00,8100078,4,,0,0,
34,20:09:00,20:10:00,8100096,5,,0,0,
34,20:46:00,20:47:00,8100074,6,,0,0,
34,21:00:00,21:01:00,8100073,7,,0,0,
34,21:12:00,21:14:00,8100072,8,,0,0,
34,21:32:00,21:34:00,8100070,9,,0,0,
34,21:44:00,21:46:00,8100032,10,,0,0,
34,23:03:00,23:05:00,8100516,11,,0,0,
34,23:28:00,23:30:00,8100514,12,,0,0,
34,23:35:00,23:35:00,8103000,13,,1,0,
35,06:25:00,06:25:00,8103000,1,,0,1,
35,06:30:00,06:32:00,8100514,2,,0,0,
35,06:55:00,06:57:00,8100516,3,,0,0,
35,08:13:00,08:15:00,8100032,4,,0,0,
35,08:25:00,08:27:00,8100070,5,,0,0,
35,08:45:00,08:47:00,8100072,6,,0,0,
35,08:58:00,08:59:00,8100073,7,,0,0,
35,09:12:00,09:13:00,8100074,8,,0,0,
35,09:49:00,09:50:00,8100096,9,,0,0,
35,10:06:00,10:08:00,8100078,10,,0,0,
35,10:20:00,10:22:00,8100085,11,,0,0,
35,10:35:00,10:36:00,8100081,12,,0,0,
35,10:46:00,10:50:00,8100147,13,,0,0,
36,10:46:00,10:50:00,8100147,13,,0,0,
36,11:12:00,11:20:00,8303915,14,,0,0,
36,14:02:00,14:04:00,8300093,15,,1,0,
36,14:14:00,14:14:00,8300094,16,,1,0,
37,09:56:00,09:56:00,8300094,1,,0,1,
37,10:06:00,10:08:00,8300093,2,,0,1,
37,12:41:00,12:49:00,8303915,3,,0,0,
37,13:11:00,13:14:00,8100147,4,,0,0,
37,13:28:00,13:29:00,8100080,5,,0,0,
37,13:37:00,13:39:00,8100085,6,,0,0,
37,13:51:00,13:53:00,8100078,7,,0,0,
37,14:15:00,14:16:00,8100076,8,,0,0,
37,14:46:00,14:47:00,8100074,9,,0,0,
37,15:00:00,15:01:00,8100073,10,,0,0,
37,15:12:00,15:14:00,8100072,11,,0,0,
37,15:32:00,15:34:00,8100070,12,,0,0,
37,15:44:00,15:46:00,8100032,13,,0,0,
37,17:03:00,17:05:00,8100516,14,,0,0,
37,17:28:00,17:30:00,8100514,15,,0,0,
37,17:35:00,17:35:00,8103000,16,,1,0,
38,13:14:00,13:14:00,8100147,1,,0,1,
38,13:28:00,13:29:00,8100080,2,,0,0,
38,13:37:00,13:39:00,8100085,3,,0,0,
38,13:51:00,13:53:00,8100078,4,,0,0,
38,14:15:00,14:16:00,8100076,5,,0,0,
38,14:46:00,14:47:00,8100074,6,,0,0,
38,15:00:00,15:01:00,8100073,7,,0,0,
38,15:12:00,15:14:00,8100072,8,,0,0,
38,15:32:00,15:34:00,8100070,9,,0,0,
38,15:44:00,15:46:00,8100032,10,,0,0,
38,17:03:00,17:05:00,8100516,11,,0,0,
38,17:28:00,17:30:00,8100514,12,,0,0,
38,17:35:00,17:35:00,8103000,13,,1,0,
39,12:25:00,12:25:00,8103000,1,,0,1,
39,12:30:00,12:32:00,8100514,2,,0,0,
39,12:55:00,12:57:00,8100516,3,,0,0,
39,14:13:00,14:15:00,8100032,4,,0,0,
39,14:25:00,14:27:00,8100070,5,,0,0,
39,14:45:00,14:47:00,8100072,6,,0,0,
39,14:58:00,14:59:00,8100073,7,,0,0,
39,15:12:00,15:13:00,8100074,8,,0,0,
39,15:43:00,15:44:00,8100076,9,,0,0,
39,16:06:00,16:08:00,8100078,10,,0,0,
39,16:20:00,16:22:00,8100085,11,,0,0,
39,16:31:00,16:32:00,8100080,12,,0,0,
39,16:46:00,16:49:00,8100147,13,,0,0,
40,16:46:00,16:49:00,8100147,13,,0,0,
40,17:12:00,17:20:00,8303915,14,,0,0,
40,19:52:00,19:54:00,8300093,15,,1,0,
40,20:04:00,20:04:00,8300094,16,,1,0,
41,08:30:00,08:30:00,8103000,1,,0,1,
41,09:05:00,09:07:00,8100516,2,,0,0,
41,10:26:00,10:28:00,8100032,3,,0,0,
41,10:38:00,10:40:00,8100070,4,,0,0,
41,10:59:00,11:01:00,8100072,5,,0,0,
41,11:13:00,11:15:00,8100073,6,,0,0,
41,11:28:00,11:30:00,8100074,7,,0,0,
41,11:59:00,12:01:00,8100076,8,,0,0,
41,12:24:00,12:26:00,8100078,9,,0,0,
41,12:37:00,12:37:00,8100085,10,,1,0,
42,13:17:00,13:17:00,8100147,1,,0,1,
42,13:33:00,13:34:00,8100080,2,,0,0,
42,13:42:00,13:44:00,8100085,3,,0,0,
42,13:56:00,13:59:00,8100078,4,,0,0,
42,14:22:00,14:24:00,8100076,5,,0,0,
42,14:53:00,14:54:00,8100074,6,,0,0,
42,15:07:00,15:08:00,8100073,7,,0,0,
42,15:19:00,15:21:00,8100072,8,,0,0,
42,15:39:00,15:40:00,8100070,9,,0,0,
42,15:50:00,15:52:00,8100032,10,,0,0,
42,17:09:00,17:11:00,8100516,11,,0,0,
42,17:46:00,17:46:00,8103000,12,,1,0,
43,04:30:00,04:30:00,8100002,1,,0,1,
43,04:38:00,04:38:00,8101917,2,,0,0,
43,04:45:00,04:46:00,8100040,3,,0,0,
43,04:51:00,04:51:00,8100546,4,,0,0,
43,04:54:00,04:54:00,8100041,5,,0,0,
43,05:06:00,05:07:00,8101660,6,,0,0,
43,05:10:00,05:10:00,8100539,7,,0,0,
43,05:12:00,05:13:00,8101353,8,,0,0,
43,05:17:00,05:18:00,8100042,9,,0,0,
43,05:21:00,05:22:00,8101219,10,,0,0,
43,05:27:00,05:28:00,8100043,11,,0,0,
43,05:34:00,05:36:00,8100044,12,,0,0,
43,05:45:00,05:45:00,8100045,13,,0,0,
43,05:50:00,05:50:00,8100770,14,,0,0,
43,05:56:00,05:56:00,8100046,15,,0,0,
43,06:00:00,06:01:00,8100892,16,,0,0,
43,06:05:00,06:05:00,8100047,17,,0,0,
43,06:11:00,06:12:00,8100048,18,,0,0,
43,06:16:00,06:17:00,8100050,19,,0,0,
43,06:20:00,06:20:00,8100879,20,,0,0,
43,06:24:00,06:25:00,8100049,21,,0,0,
44,06:24:00,06:25:00,8100049,21,,0,0,
44,06:30:00,06:30:00,8101146,22,,0,0,
44,06:33:00,06:33:00,8100051,23,,0,0,
44,06:42:00,06:43:00,8100052,24,,0,0,
44,06:47:00,06:47:00,8101351,25,,0,0,
44,06:52:00,06:52:00,8100053,26,,0,0,
44,06:59:00,07:00:00,8100054,27,,0,0,
44,07:07:00,07:08:00,8100055,28,,0,0,
44,07:10:00,07:11:00,8101044,29,,0,0,
44,07:16:00,07:17:00,8100057,30,,0,0,
44,07:20:00,07:20:00,8100366,31,,0,0,
44,07:23:00,07:23:00,8100058,32,,0,0,
44,07:32:00,07:33:00,8100939,33,,0,0,
44,07:42:00,07:49:00,8100099,34,,0,0,
45,07:42:00,07:49:00,8100099,34,,0,0,
45,07:54:00,07:55:00,8100100,35,,0,0,
45,08:01:00,08:01:00,8100101,36,,0,0,
45,08:08:00,08:09:00,8100102,37,,0,0,
45,08:14:00,08:15:00,8100103,38,,0,0,
45,08:25:00,08:26:00,8100105,39,,0,0,
45,08:33:00,08:33:00,8100108,40,,1,0,
46,05:51:00,05:51:00,8100049,1,,0,1,
46,06:00:00,06:02:00,8100048,2,,0,0,
46,06:07:00,06:08:00,8100047,3,,0,0,
46,06:16:00,06:17:00,8100046,4,,0,0,
46,06:27:00,06:28:00,8100045,5,,0,0,
46,06:37:00,06:39:00,8100044,6,,0,0,
46,06:45:00,06:46:00,8100043,7,,0,0,
46,06:53:00,06:55:00,8100042,8,,0,0,
46,07:01:00,07:02:00,8100539,9,,0,0,
46,07:17:00,07:18:00,8100041,10,,0,0,
46,07:21:00,07:22:00,8100546,11,,0,0,
46,07:27:00,07:29:00,8100040,12,,0,0,
46,07:35:00,07:36:00,8101917,13,,0,0,
46,07:44:00,07:44:00,8100002,14,,1,0,
47,07:12:00,07:12:00,8100044,1,,0,1,
47,07:21:00,07:21:00,8100045,2,,0,0,
47,07:30:00,07:31:00,8100046,3,,0,0,
47,07:38:00,07:39:00,8100047,4,,0,0,
47,07:44:00,07:45:00,8100048,5,,0,0,
47,07:54:00,07:55:00,8100049,6,,0,0,
48,07:54:00,07:55:00,8100049,6,,0,0,
48,08:00:00,08:00:00,8101146,7,,0,0,
48,08:03:00,08:03:00,8100051,8,,0,0,
48,08:12:00,08:13:00,8100052,9,,0,0,
48,08:21:00,08:22:00,8100053,10,,0,0,
48,08:27:00,08:28:00,8100054,11,,0,0,
48,08:35:00,08:35:00,8100055,12,,0,0,
48,08:38:00,08:38:00,8101044,13,,0,0,
48,08:44:00,08:44:00,8100057,14,,0,0,
48,08:47:00,08:48:00,8100366,15,,0,0,
48,08:50:00,08:51:00,8100058,16,,0,0,
48,09:00:00,09:00:00,8100939,17,,0,0,
48,09:09:00,09:09:00,8100099,18,,1,0,
49,07:05:00,07:05:00,8100049,1,,0,1,
49,07:14:00,07:15:00,8100048,2,,0,0,
49,07:21:00,07:21:00,8100047,3,,0,0,
49,07:29:00,07:29:00,8100046,4,,0,0,
49,07:38:00,07:39:00,8100045,5,,0,0,
49,07:48:00,07:49:00,8100044,6,,0,0,
49,07:54:00,07:55:00,8100043,7,,0,0,
49,08:02:00,08:04:00,8100042,8,,0,0,
49,08:09:00,08:10:00,8100539,9,,0,0,
