route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
30,000004,1497,Marchegg Bahnhof,,,1322,,1
30,000033,1498,Marchegg Bahnhof,,,1323,,1
37,000004,1499,Wr.Neustadt Hbf,,,1324,,1
30,000004,1500,Gänserndorf Bahnhof,,,1325,,1
30,000033,1501,Gänserndorf Bahnhof,,,1326,,1
37,000050,1502,Wr.Neustadt Hbf,,,1327,,1
37,000061,1503,Payerbach-Reichenau Bahnhof,,,1328,,1
37,000004,1504,Payerbach-Reichenau Bahnhof,,,1328,,1
37,000033,1505,Bernhardsthal Bahnhof,,,1329,,1
37,000004,1506,Wien Floridsdorf Bahnhof,,,1330,,1
30,000004,1507,Marchegg Bahnhof,,,1331,,1
30,000033,1508,Marchegg Bahnhof,,,1332,,1
37,000004,1509,Gänserndorf Bahnhof,,,1333,,1
30,000004,1510,Gänserndorf Bahnhof,,,1334,,1
30,000033,1511,Gänserndorf Bahnhof,,,1335,,1
37,000033,1512,Wr.Neustadt Hbf,,,1336,,1
37,000004,1513,Payerbach-Reichenau Bahnhof,,,1337,,1
8,000004,1514,Wien Floridsdorf Bahnhof,,,1338,,1
8,000033,1515,Wien Floridsdorf Bahnhof,,,1339,,1
30,000004,1516,Marchegg Bahnhof,,,1340,,1
30,000033,1517,Marchegg Bahnhof,,,1341,,1
37,000004,1518,Wr.Neustadt Hbf,,,1342,,1
5,000030,1519,Wien Hbf,NJ 236,,1343,,1
30,000004,1520,Gänserndorf Bahnhof,,,1344,,1
30,000033,1521,Gänserndorf Bahnhof,,,1345,,1
37,000000,1522,Payerbach-Reichenau Bahnhof,,,1346,,1
37,000004,1523,Payerbach-Reichenau Bahnhof,,,1346,,1
40,000033,1524,Gänserndorf Bahnhof,,,1347,,1
37,000033,1525,Gänserndorf Bahnhof,,,1347,,1
8,000004,1526,Wien Floridsdorf Bahnhof,,,1348,,1
8,000033,1527,Wien Floridsdorf Bahnhof,,,1349,,1
30,000004,1528,Marchegg Bahnhof,,,1350,,1
30,000033,1529,Marchegg Bahnhof,,,1351,,1
37,000000,1530,Bernhardsthal Bahnhof,,,1352,,1
30,000004,1531,Gänserndorf Bahnhof,,,1353,,1
30,000033,1532,Gänserndorf Bahnhof,,,1354,,1
37,000000,1533,Payerbach-Reichenau Bahnhof,,,1355,,1
40,000033,1534,Gänserndorf Bahnhof,,,1356,,1
37,000033,1535,Gänserndorf Bahnhof,,,1356,,1
8,000000,1536,Wien Floridsdorf Bahnhof,,,1357,,1
30,000004,1537,Marchegg Bahnhof,,,1358,,1
30,000033,1538,Marchegg Bahnhof,,,1359,,1
37,000004,1539,Wr.Neustadt Hbf,,,1360,,1
37,000000,1540,Bernhardsthal Bahnhof,,,1361,,1
30,000004,1541,Gänserndorf Bahnhof,,,1362,,1
30,000033,1542,Gänserndorf Bahnhof,,,1363,,1
37,000000,1543,Payerbach-Reichenau Bahnhof,,,1364,,1
40,000033,1544,Gänserndorf Bahnhof,,,1365,,1
37,000033,1545,Gänserndorf Bahnhof,,,1365,,1
8,000034,1546,Wien Floridsdorf Bahnhof,,,1366,,1
8,000035,1547,Wien Floridsdorf Bahnhof,,,1367,,1
30,000004,1548,Marchegg Bahnhof,,,1368,,1
30,000033,1549,Marchegg Bahnhof,,,1369,,1
30,000004,1550,Gänserndorf Bahnhof,,,1370,,1
30,000033,1551,Gänserndorf Bahnhof,,,1371,,1
37,000000,1552,Payerbach-Reichenau Bahnhof,,,1372,,1
37,000033,1553,Payerbach-Reichenau Bahnhof,,,1372,,1
8,000000,1554,Wien Floridsdorf Bahnhof,,,1373,,1
30,000004,1555,Marchegg Bahnhof,,,1374,,1
30,000033,1556,Marchegg Bahnhof,,,1375,,1
37,000004,1557,Wr.Neustadt Hbf,,,1376,,1
37,000000,1558,Wien Floridsdorf Bahnhof,,,1377,,1
37,000094,1559,Wien Floridsdorf Bahnhof,,,1377,,1
30,000004,1560,Gänserndorf Bahnhof,,,1378,,1
30,000033,1561,Gänserndorf Bahnhof,,,1379,,1
37,000000,1562,Payerbach-Reichenau Bahnhof,,,1380,,1
37,000095,1563,Payerbach-Reichenau Bahnhof,,,1380,,1
30,000004,1564,Marchegg Bahnhof,,,1381,,1
30,000033,1565,Marchegg Bahnhof,,,1382,,1
37,000000,1566,Wien Floridsdorf Bahnhof,,,1383,,1
30,000004,1567,Gänserndorf Bahnhof,,,1384,,1
30,000033,1568,Gänserndorf Bahnhof,,,1385,,1
8,000000,1569,Wr.Neustadt Hbf,,,1386,,1
30,000004,1570,Marchegg Bahnhof,,,1387,,1
30,000033,1571,Marchegg Bahnhof,,,1388,,1
30,000004,1572,Gänserndorf Bahnhof,,,1389,,1
30,000033,1573,Gänserndorf Bahnhof,,,1390,,1
30,000004,1574,Marchegg Bahnhof,,,1391,,1
30,000033,1575,Marchegg Bahnhof,,,1392,,1
30,000000,1576,Gänserndorf Bahnhof,,,1393,,1
30,000000,1577,Gänserndorf Bahnhof,,,1394,,1
30,000000,1578,Gänserndorf Bahnhof,,,1395,,1
30,000087,1579,Gänserndorf Bahnhof,,,1396,,1
30,000088,1580,Gänserndorf Bahnhof,,,1397,,1
9,000033,1581,Wien Westbahnhof,,,1398,,1
9,000033,1582,Wien Westbahnhof,,,1399,,1
9,000033,1583,Laa/Thaya Bahnhof,,,1400,,1
22,000004,1584,Mistelbach/Zaya Bahnhof,,,1401,,1
9,000033,1585,Wien Westbahnhof,,,1402,,1
9,000097,1586,Laa/Thaya Bahnhof,,,1403,,1
9,000033,1587,Laa/Thaya Bahnhof,,,1404,,1
9,000097,1588,Laa/Thaya Bahnhof,,,1405,,1
22,000033,1589,Wolkersdorf im Weinviertel Bahnhof,,,1406,,1
40,000033,1590,Mistelbach/Zaya Bahnhof,,,1407,,1
26,000033,1591,Mistelbach/Zaya Bahnhof,,,1407,,1
40,000033,1592,Wolkersdorf im Weinviertel Bahnhof,,,1408,,1
22,000033,1593,Wolkersdorf im Weinviertel Bahnhof,,,1408,,1
40,000033,1594,Laa/Thaya Bahnhof,,,1409,,1
22,000033,1595,Laa/Thaya Bahnhof,,,1409,,1
22,000036,1596,Mistelbach/Zaya Bahnhof,,,1410,,1
22,000037,1597,Mistelbach/Zaya Bahnhof,,,1411,,1
40,000033,1598,Wolkersdorf im Weinviertel Bahnhof,,,1412,,1
22,000033,1599,Wolkersdorf im Weinviertel Bahnhof,,,1412,,1
38,000000,1600,Wolkersdorf im Weinviertel Bahnhof,,,1413,,1
22,000000,1601,Wolkersdorf im Weinviertel Bahnhof,,,1413,,1
40,000033,1602,Laa/Thaya Bahnhof,,,1414,,1
22,000033,1603,Laa/Thaya Bahnhof,,,1414,,1
40,000004,1604,Laa/Thaya Bahnhof,,,1415,,1
22,000004,1605,Laa/Thaya Bahnhof,,,1415,,1
22,000036,1606,Wolkersdorf im Weinviertel Bahnhof,,,1416,,1
22,000037,1607,Wolkersdorf im Weinviertel Bahnhof,,,1417,,1
38,000000,1608,Laa/Thaya Bahnhof,,,1418,,1
9,000000,1609,Laa/Thaya Bahnhof,,,1418,,1
9,000004,1610,Laa/Thaya Bahnhof,,,1418,,1
22,000033,1611,Wolkersdorf im Weinviertel Bahnhof,,,1419,,1
22,000004,1612,Wolkersdorf im Weinviertel Bahnhof,,,1420,,1
38,000004,1613,Wien Floridsdorf Bahnhof,,,1421,,1
9,000004,1614,Wien Floridsdorf Bahnhof,,,1421,,1
38,000033,1615,Laa/Thaya Bahnhof,,,1422,,1
9,000033,1616,Laa/Thaya Bahnhof,,,1422,,1
22,000036,1617,Laa/Thaya Bahnhof,,,1423,,1
22,000034,1618,Laa/Thaya Bahnhof,,,1423,,1
22,000037,1619,Laa/Thaya Bahnhof,,,1424,,1
38,000000,1620,Laa/Thaya Bahnhof,,,1425,,1
9,000000,1621,Laa/Thaya Bahnhof,,,1425,,1
9,000033,1622,Laa/Thaya Bahnhof,,,1425,,1
22,000033,1623,Wolkersdorf im Weinviertel Bahnhof,,,1426,,1
22,000004,1624,Wolkersdorf im Weinviertel Bahnhof,,,1427,,1
22,000000,1625,Mistelbach/Zaya Bahnhof,,,1428,,1
38,000000,1626,Laa/Thaya Bahnhof,,,1429,,1
9,000000,1627,Laa/Thaya Bahnhof,,,1429,,1
22,000000,1628,Wolkersdorf im Weinviertel Bahnhof,,,1430,,1
9,000067,1629,Laa/Thaya Bahnhof,,,1431,,1
22,000000,1630,Laa/Thaya Bahnhof,,,1432,,1
22,000004,1631,Laa/Thaya Bahnhof,,,1432,,1
38,000000,1632,Laa/Thaya Bahnhof,,,1433,,1
9,000000,1633,Laa/Thaya Bahnhof,,,1433,,1
9,000033,1634,Laa/Thaya Bahnhof,,,1433,,1
22,000000,1635,Wolkersdorf im Weinviertel Bahnhof,,,1434,,1
9,000067,1636,Laa/Thaya Bahnhof,,,1435,,1
22,000000,1637,Mistelbach/Zaya Bahnhof,,,1436,,1
38,000000,1638,Laa/Thaya Bahnhof,,,1437,,1
9,000000,1639,Laa/Thaya Bahnhof,,,1437,,1
22,000000,1640,Wolkersdorf im Weinviertel Bahnhof,,,1438,,1
38,000000,1641,Wolkersdorf im Weinviertel Bahnhof,,,1439,,1
22,000000,1642,Wolkersdorf im Weinviertel Bahnhof,,,1439,,1
22,000033,1643,Wolkersdorf im Weinviertel Bahnhof,,,1439,,1
22,000000,1644,Laa/Thaya Bahnhof,,,1440,,1
22,000004,1645,Laa/Thaya Bahnhof,,,1440,,1
38,000000,1646,Laa/Thaya Bahnhof,,,1441,,1
9,000000,1647,Laa/Thaya Bahnhof,,,1441,,1
9,000033,1648,Laa/Thaya Bahnhof,,,1441,,1
22,000000,1649,Wolkersdorf im Weinviertel Bahnhof,,,1442,,1
38,000033,1650,Wolkersdorf im Weinviertel Bahnhof,,,1443,,1
22,000033,1651,Wolkersdorf im Weinviertel Bahnhof,,,1443,,1
38,000004,1652,Wien Floridsdorf Bahnhof,,,1444,,1
22,000004,1653,Wien Floridsdorf Bahnhof,,,1444,,1
22,000000,1654,Mistelbach/Zaya Bahnhof,,,1445,,1
30,000000,1655,St.Valentin Bahnhof,,,1446,,1
38,000000,1656,Laa/Thaya Bahnhof,,,1447,,1
9,000000,1657,Laa/Thaya Bahnhof,,,1447,,1
30,000035,1658,Linz/Donau Hbf,,,1448,,1
22,000000,1659,Wolkersdorf im Weinviertel Bahnhof,,,1449,,1
30,000033,1660,St.Valentin Bahnhof,,,1450,,1
38,000004,1661,Wien Floridsdorf Bahnhof,,,1451,,1
22,000004,1662,Wien Floridsdorf Bahnhof,,,1451,,1
38,000033,1663,Wolkersdorf im Weinviertel Bahnhof,,,1452,,1
22,000033,1664,Wolkersdorf im Weinviertel Bahnhof,,,1452,,1
30,000033,1665,Linz/Donau Hbf,,,1453,,1
22,000000,1666,Laa/Thaya Bahnhof,,,1454,,1
22,000004,1667,Laa/Thaya Bahnhof,,,1454,,1
30,000000,1668,St.Valentin Bahnhof,,,1455,,1
38,000000,1669,Laa/Thaya Bahnhof,,,1456,,1
9,000000,1670,Laa/Thaya Bahnhof,,,1456,,1
9,000033,1671,Laa/Thaya Bahnhof,,,1456,,1
22,000000,1672,Wolkersdorf im Weinviertel Bahnhof,,,1457,,1
38,000033,1673,Wolkersdorf im Weinviertel Bahnhof,,,1458,,1
22,000033,1674,Wolkersdorf im Weinviertel Bahnhof,,,1458,,1
38,000004,1675,Wien Floridsdorf Bahnhof,,,1459,,1
22,000004,1676,Wien Floridsdorf Bahnhof,,,1459,,1
7,000037,1677,Linz/Donau Hbf,REX 2460,,1460,,1
25,000033,1678,Linz/Donau Hbf,R 2460,,1461,,1
7,000033,1679,Linz/Donau Hbf,REX 2460,,1461,,1
22,000000,1680,Mistelbach/Zaya Bahnhof,,,1462,,1
38,000000,1681,Laa/Thaya Bahnhof,,,1463,,1
9,000000,1682,Laa/Thaya Bahnhof,,,1463,,1
30,000033,1683,Linz/Donau Hbf,,,1464,,1
22,000000,1684,Wolkersdorf im Weinviertel Bahnhof,,,1465,,1
38,000004,1685,Wien Floridsdorf Bahnhof,,,1466,,1
22,000004,1686,Wien Floridsdorf Bahnhof,,,1466,,1
38,000033,1687,Wolkersdorf im Weinviertel Bahnhof,,,1467,,1
22,000033,1688,Wolkersdorf im Weinviertel Bahnhof,,,1467,,1
22,000000,1689,Laa/Thaya Bahnhof,,,1468,,1
22,000004,1690,Laa/Thaya Bahnhof,,,1468,,1
38,000000,1691,Laa/Thaya Bahnhof,,,1469,,1
9,000000,1692,Laa/Thaya Bahnhof,,,1469,,1
9,000033,1693,Laa/Thaya Bahnhof,,,1469,,1
7,000033,1694,Linz/Donau Hbf,REX 2466,,1470,,1
22,000000,1695,Wolkersdorf im Weinviertel Bahnhof,,,1471,,1
38,000004,1696,Wien Floridsdorf Bahnhof,,,1472,,1
22,000004,1697,Wien Floridsdorf Bahnhof,,,1472,,1
38,000033,1698,Wolkersdorf im Weinviertel Bahnhof,,,1473,,1
22,000033,1699,Wolkersdorf im Weinviertel Bahnhof,,,1473,,1
7,000035,1700,Linz/Donau Hbf,REX 2468,,1474,,1
22,000000,1701,Mistelbach/Zaya Bahnhof,,,1475,,1
30,000033,1702,St.Valentin Bahnhof,,,1476,,1
38,000000,1703,Laa/Thaya Bahnhof,,,1477,,1
9,000000,1704,Laa/Thaya Bahnhof,,,1477,,1
22,000000,1705,Wolkersdorf im Weinviertel Bahnhof,,,1478,,1
38,000033,1706,Wolkersdorf im Weinviertel Bahnhof,,,1479,,1
22,000033,1707,Wolkersdorf im Weinviertel Bahnhof,,,1479,,1
38,000004,1708,Wien Floridsdorf Bahnhof,,,1480,,1
22,000004,1709,Wien Floridsdorf Bahnhof,,,1480,,1
22,000000,1710,Laa/Thaya Bahnhof,,,1481,,1
22,000004,1711,Laa/Thaya Bahnhof,,,1481,,1
38,000000,1712,Laa/Thaya Bahnhof,,,1482,,1
9,000000,1713,Laa/Thaya Bahnhof,,,1482,,1
9,000033,1714,Laa/Thaya Bahnhof,,,1482,,1
22,000000,1715,Wolkersdorf im Weinviertel Bahnhof,,,1483,,1
22,000000,1716,Mistelbach/Zaya Bahnhof,,,1484,,1
38,000000,1717,Laa/Thaya Bahnhof,,,1485,,1
9,000000,1718,Laa/Thaya Bahnhof,,,1485,,1
22,000000,1719,Wolkersdorf im Weinviertel Bahnhof,,,1486,,1
22,000000,1720,Laa/Thaya Bahnhof,,,1487,,1
22,000004,1721,Laa/Thaya Bahnhof,,,1487,,1
38,000000,1722,Laa/Thaya Bahnhof,,,1488,,1
9,000000,1723,Laa/Thaya Bahnhof,,,1488,,1
9,000033,1724,Laa/Thaya Bahnhof,,,1488,,1
22,000000,1725,Wolkersdorf im Weinviertel Bahnhof,,,1489,,1
22,000000,1726,Mistelbach/Zaya Bahnhof,,,1490,,1
30,000000,1727,Amstetten NÖ Bahnhof,,,1491,,1
42,000000,1728,Amstetten NÖ Bahnhof,,,1491,,1
38,000000,1729,Laa/Thaya Bahnhof,,,1492,,1
9,000000,1730,Laa/Thaya Bahnhof,,,1492,,1
22,000000,1731,Wolkersdorf im Weinviertel Bahnhof,,,1493,,1
22,000000,1732,Laa/Thaya Bahnhof,,,1494,,1
30,000000,1733,Amstetten NÖ Bahnhof,,,1495,,1
42,000000,1734,Amstetten NÖ Bahnhof,,,1495,,1
22,000000,1735,Wolkersdorf im Weinviertel Bahnhof,,,1496,,1
22,000000,1736,Laa/Thaya Bahnhof,,,1497,,1
43,000000,1737,Wien Aspern Nord Bahnhof,,,1498,,1
43,000000,1738,Wien Hütteldorf Bahnhof,,,1499,,1
43,000000,1739,Wien Aspern Nord Bahnhof,,,1500,,1
43,000000,1740,Wien Hütteldorf Bahnhof,,,1501,,1
43,000000,1741,Wien Aspern Nord Bahnhof,,,1502,,1
43,000000,1742,Wien Hütteldorf Bahnhof,,,1503,,1
43,000000,1743,Wien Aspern Nord Bahnhof,,,1504,,1
43,000000,1744,Wien Hütteldorf Bahnhof,,,1505,,1
43,000000,1745,Wien Aspern Nord Bahnhof,,,1506,,1
43,000000,1746,Wien Hütteldorf Bahnhof,,,1507,,1
44,000000,1747,Wien Hbf,,,1508,,1
43,000000,1748,Wien Aspern Nord Bahnhof,,,1509,,1
43,000000,1749,Wien Hütteldorf Bahnhof,,,1510,,1
43,000000,1750,Wien Aspern Nord Bahnhof,,,1511,,1
43,000000,1751,Wien Hütteldorf Bahnhof,,,1512,,1
43,000000,1752,Wien Aspern Nord Bahnhof,,,1513,,1
43,000000,1753,Wien Hütteldorf Bahnhof,,,1514,,1
43,000000,1754,Wien Aspern Nord Bahnhof,,,1515,,1
43,000000,1755,Wien Hütteldorf Bahnhof,,,1516,,1
43,000000,1756,Wien Aspern Nord Bahnhof,,,1517,,1
43,000000,1757,Wien Hütteldorf Bahnhof,,,1518,,1
43,000000,1758,Wien Aspern Nord Bahnhof,,,1519,,1
43,000000,1759,Wien Hütteldorf Bahnhof,,,1520,,1
43,000000,1760,Wien Aspern Nord Bahnhof,,,1521,,1
43,000000,1761,Wien Hütteldorf Bahnhof,,,1522,,1
43,000000,1762,Wien Aspern Nord Bahnhof,,,1523,,1
43,000000,1763,Wien Hütteldorf Bahnhof,,,1524,,1
43,000000,1764,Wien Aspern Nord Bahnhof,,,1525,,1
43,000000,1765,Wien Hütteldorf Bahnhof,,,1526,,1
43,000000,1766,Wien Aspern Nord Bahnhof,,,1527,,1
43,000000,1767,Wien Hütteldorf Bahnhof,,,1528,,1
43,000000,1768,Wien Aspern Nord Bahnhof,,,1529,,1
43,000000,1769,Wien Hütteldorf Bahnhof,,,1530,,1
43,000000,1770,Wien Aspern Nord Bahnhof,,,1531,,1
43,000000,1771,Wien Hütteldorf Bahnhof,,,1532,,1
43,000000,1772,Wien Aspern Nord Bahnhof,,,1533,,1
43,000000,1773,Wien Hütteldorf Bahnhof,,,1534,,1
43,000000,1774,Wien Aspern Nord Bahnhof,,,1535,,1
43,000000,1775,Wien Hütteldorf Bahnhof,,,1536,,1
43,000000,1776,Wien Aspern Nord Bahnhof,,,1537,,1
43,000000,1777,Wien Hütteldorf Bahnhof,,,1538,,1
43,000000,1778,Wien Aspern Nord Bahnhof,,,1539,,1
43,000000,1779,Wien Hütteldorf Bahnhof,,,1540,,1
43,000000,1780,Wien Aspern Nord Bahnhof,,,1541,,1
43,000000,1781,Wien Hütteldorf Bahnhof,,,1542,,1
43,000000,1782,Wien Aspern Nord Bahnhof,,,1543,,1
43,000000,1783,Wien Hütteldorf Bahnhof,,,1544,,1
43,000000,1784,Wien Aspern Nord Bahnhof,,,1545,,1
43,000000,1785,Wien Hütteldorf Bahnhof,,,1546,,1
43,000000,1786,Wien Aspern Nord Bahnhof,,,1547,,1
