route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
22,000177,3982,Villach Hbf,,,3418,,1
22,000178,3983,Villach Hbf,,,3419,,1
22,000000,3984,Rosenbach b.Villach Bahnhof,,,3420,,1
22,000177,3985,Rosenbach b.Villach Bahnhof,,,3420,,1
22,000177,3986,Villach Hbf,,,3421,,1
22,000178,3987,Villach Hbf,,,3422,,1
22,000000,3988,Rosenbach b.Villach Bahnhof,,,3423,,1
22,000177,3989,Rosenbach b.Villach Bahnhof,,,3423,,1
22,000177,3990,Villach Hbf,,,3424,,1
22,000178,3991,Villach Hbf,,,3425,,1
22,000000,3992,Rosenbach b.Villach Bahnhof,,,3426,,1
22,000177,3993,Rosenbach b.Villach Bahnhof,,,3426,,1
22,000177,3994,Villach Hbf,,,3427,,1
22,000178,3995,Villach Hbf,,,3428,,1
22,000000,3996,Rosenbach b.Villach Bahnhof,,,3429,,1
22,000177,3997,Rosenbach b.Villach Bahnhof,,,3429,,1
22,000177,3998,Villach Hbf,,,3430,,1
22,000178,3999,Villach Hbf,,,3431,,1
22,000000,4000,Rosenbach b.Villach Bahnhof,,,3432,,1
22,000177,4001,Rosenbach b.Villach Bahnhof,,,3432,,1
22,000177,4002,Villach Hbf,,,3433,,1
22,000178,4003,Villach Hbf,,,3434,,1
22,000000,4004,Rosenbach b.Villach Bahnhof,,,3435,,1
22,000177,4005,Rosenbach b.Villach Bahnhof,,,3435,,1
22,000177,4006,Villach Hbf,,,3436,,1
22,000178,4007,Villach Hbf,,,3437,,1
22,000000,4008,Rosenbach b.Villach Bahnhof,,,3438,,1
22,000177,4009,Rosenbach b.Villach Bahnhof,,,3438,,1
22,000177,4010,Villach Hbf,,,3439,,1
22,000178,4011,Villach Hbf,,,3440,,1
22,000149,4012,Villach Hbf,,,3441,,1
22,000163,4013,Ledenitzen Bahnhst,,,3442,,1
22,000149,4014,Villach Hbf,,,3443,,1
22,000149,4015,Ledenitzen Bahnhst,,,3444,,1
22,000149,4016,Villach Hbf,,,3445,,1
22,000149,4017,Ledenitzen Bahnhst,,,3446,,1
8,000035,4018,Wörgl Hbf,,,3447,,1
23,000000,4019,Saalfelden Bahnhof,,,3448,,1
23,000036,4020,Saalfelden Bahnhof,,,3448,,1
23,000000,4021,Wörgl Hbf,,,3449,,1
23,000033,4022,St.Johann in Tirol Bahnhof,,,3450,,1
8,000033,4023,Wörgl Hbf,,,3451,,1
23,000000,4024,Hochfilzen Bahnhof,,,3452,,1
23,000033,4025,Wörgl Hbf,,,3453,,1
23,000000,4026,Hochfilzen Bahnhof,,,3454,,1
23,000004,4027,Wörgl Hbf,,,3455,,1
23,000000,4028,Hochfilzen Bahnhof,,,3456,,1
23,000000,4029,Wörgl Hbf,,,3457,,1
23,000000,4030,Hochfilzen Bahnhof,,,3458,,1
23,000000,4031,Wörgl Hbf,,,3459,,1
23,000000,4032,Hochfilzen Bahnhof,,,3460,,1
1,000000,4033,Linz/Donau Hbf,IC 502,,3461,,1
23,000000,4034,Hochfilzen Bahnhof,,,3462,,1
23,000000,4035,Wörgl Hbf,,,3463,,1
23,000033,4036,Wörgl Hbf,,,3464,,1
23,000004,4037,Wörgl Hbf,,,3465,,1
23,000000,4038,Hochfilzen Bahnhof,,,3466,,1
1,000000,4039,Graz Hbf,IC 503,,3467,,1
23,000000,4040,Wörgl Hbf,,,3468,,1
23,000000,4041,Hochfilzen Bahnhof,,,3469,,1
23,000000,4042,Wörgl Hbf,,,3470,,1
23,000000,4043,Wörgl Hbf,,,3471,,1
23,000000,4044,Wörgl Hbf,,,3472,,1
23,000000,4045,Saalfelden Bahnhof,,,3473,,1
23,000036,4046,Saalfelden Bahnhof,,,3473,,1
23,000004,4047,Zell am See Bahnhof,,,3474,,1
6,000039,4048,Zagreb Glavni kolodvor,EN 50463,,3475,,1
23,000000,4049,Saalfelden Bahnhof,,,3476,,1
7,000035,4050,Freilassing (Oberbayern),REX 5052,,3477,,1
22,000004,4051,Linz/Donau Hbf,,,3478,,1
22,000033,4052,Linz/Donau Hbf,,,3479,,1
26,000033,4053,Linz/Donau Hbf,,,3479,,1
22,000033,4054,Linz/Donau Hbf,,,3479,,1
22,000034,4055,Linz/Donau Hbf,,,3480,,1
26,000034,4056,Linz/Donau Hbf,,,3480,,1
22,000034,4057,Linz/Donau Hbf,,,3480,,1
22,000035,4058,Salzburg Hbf,,,3481,,1
26,000035,4059,Salzburg Hbf,,,3481,,1
22,000035,4060,Salzburg Hbf,,,3481,,1
22,000033,4061,Salzburg Hbf,,,3482,,1
26,000033,4062,Salzburg Hbf,,,3482,,1
22,000033,4063,Salzburg Hbf,,,3482,,1
22,000034,4064,Salzburg Hbf,,,3483,,1
26,000034,4065,Salzburg Hbf,,,3483,,1
22,000034,4066,Salzburg Hbf,,,3483,,1
22,000000,4067,Salzburg Hbf,,,3484,,1
26,000000,4068,Salzburg Hbf,,,3484,,1
22,000000,4069,Salzburg Hbf,,,3484,,1
25,000035,4070,Linz/Donau Hbf,R 5091,,3485,,1
22,000035,4071,Linz/Donau Hbf,,,3485,,1
22,000033,4072,Linz/Donau Hbf,,,3486,,1
9,000033,4073,Linz/Donau Hbf,,,3486,,1
22,000004,4074,Salzburg Hbf,,,3487,,1
25,000035,4075,Freilassing (Oberbayern),R 5096,,3488,,1
25,000038,4076,Freilassing (Oberbayern),R 5098,,3489,,1
25,000033,4077,Freilassing (Oberbayern),R 5098,,3489,,1
34,000033,4078,Telfs-Pfaffenhofen Bahnhof,,,3490,,1
34,000034,4079,Kufstein Bahnhof,,,3491,,1
34,000035,4080,Kufstein Bahnhof,,,3492,,1
34,000000,4081,Landeck-Zams Bahnhof,,,3493,,1
34,000188,4082,Landeck-Zams Bahnhof,,,3493,,1
34,000033,4083,Kufstein Bahnhof,,,3494,,1
34,000004,4084,Kufstein Bahnhof,,,3495,,1
34,000000,4085,Ötztal Bahnhof,,,3496,,1
34,000034,4086,Ötztal Bahnhof,,,3496,,1
34,000034,4087,Kufstein Bahnhof,,,3497,,1
34,000000,4088,Telfs-Pfaffenhofen Bahnhof,,,3498,,1
34,000033,4089,Innsbruck Hbf,,,3499,,1
34,000000,4090,Telfs-Pfaffenhofen Bahnhof,,,3500,,1
34,000000,4091,Kufstein Bahnhof,,,3501,,1
34,000000,4092,Telfs-Pfaffenhofen Bahnhof,,,3502,,1
34,000000,4093,Kufstein Bahnhof,,,3503,,1
34,000000,4094,Telfs-Pfaffenhofen Bahnhof,,,3504,,1
34,000000,4095,Kufstein Bahnhof,,,3505,,1
34,000000,4096,Telfs-Pfaffenhofen Bahnhof,,,3506,,1
34,000000,4097,Kufstein Bahnhof,,,3507,,1
34,000000,4098,Telfs-Pfaffenhofen Bahnhof,,,3508,,1
34,000000,4099,Kufstein Bahnhof,,,3509,,1
34,000000,4100,Telfs-Pfaffenhofen Bahnhof,,,3510,,1
34,000000,4101,Kufstein Bahnhof,,,3511,,1
1,000000,4102,Salzburg Hbf,IC 512,,3512,,1
34,000000,4103,Telfs-Pfaffenhofen Bahnhof,,,3513,,1
34,000000,4104,Kufstein Bahnhof,,,3514,,1
34,000000,4105,Telfs-Pfaffenhofen Bahnhof,,,3515,,1
34,000000,4106,Kufstein Bahnhof,,,3516,,1
34,000000,4107,Telfs-Pfaffenhofen Bahnhof,,,3517,,1
34,000000,4108,Kufstein Bahnhof,,,3518,,1
34,000000,4109,Telfs-Pfaffenhofen Bahnhof,,,3519,,1
34,000000,4110,Kufstein Bahnhof,,,3520,,1
34,000000,4111,Telfs-Pfaffenhofen Bahnhof,,,3521,,1
34,000000,4112,Kufstein Bahnhof,,,3522,,1
1,000000,4113,Graz Hbf,IC 513,,3523,,1
34,000000,4114,Telfs-Pfaffenhofen Bahnhof,,,3524,,1
34,000000,4115,Kufstein Bahnhof,,,3525,,1
34,000000,4116,Innsbruck Hbf,,,3526,,1
34,000000,4117,Kufstein Bahnhof,,,3527,,1
34,000000,4118,Innsbruck Hbf,,,3528,,1
34,000000,4119,Kufstein Bahnhof,,,3529,,1
34,000000,4120,Innsbruck Hbf,,,3530,,1
34,000000,4121,Kufstein Bahnhof,,,3531,,1
16,000000,4122,Telfs-Pfaffenhofen Bahnhof,,,3532,,1
34,000000,4123,Kufstein Bahnhof,,,3533,,1
16,000189,4124,Ötztal Bahnhof,,,3534,,1
16,000190,4125,Landeck-Zams Bahnhof,,,3535,,1
16,000035,4126,Landeck-Zams Bahnhof,,,3536,,1
16,000191,4127,Landeck-Zams Bahnhof,,,3536,,1
16,000000,4128,Jenbach Bahnhof,,,3537,,1
16,000033,4129,Jenbach Bahnhof,,,3537,,1
16,000190,4130,Landeck-Zams Bahnhof,,,3538,,1
16,000037,4131,Jenbach Bahnhof,,,3539,,1
16,000033,4132,Jenbach Bahnhof,,,3540,,1
16,000190,4133,Landeck-Zams Bahnhof,,,3541,,1
16,000035,4134,Landeck-Zams Bahnhof,,,3542,,1
16,000191,4135,Landeck-Zams Bahnhof,,,3542,,1
16,000035,4136,Jenbach Bahnhof,,,3543,,1
16,000190,4137,Jenbach Bahnhof,,,3544,,1
16,000189,4138,Ötztal Bahnhof,,,3545,,1
16,000189,4139,Jenbach Bahnhof,,,3546,,1
1,000000,4140,Graz Hbf,IC 515,,3547,,1
16,000189,4141,Ötztal Bahnhof,,,3548,,1
16,000189,4142,Jenbach Bahnhof,,,3549,,1
16,000189,4143,Ötztal Bahnhof,,,3550,,1
16,000189,4144,Jenbach Bahnhof,,,3551,,1
16,000189,4145,Ötztal Bahnhof,,,3552,,1
16,000189,4146,Jenbach Bahnhof,,,3553,,1
16,000189,4147,Ötztal Bahnhof,,,3554,,1
16,000189,4148,Jenbach Bahnhof,,,3555,,1
16,000189,4149,Ötztal Bahnhof,,,3556,,1
16,000189,4150,Jenbach Bahnhof,,,3557,,1
16,000189,4151,Ötztal Bahnhof,,,3558,,1
16,000189,4152,Jenbach Bahnhof,,,3559,,1
16,000189,4153,Ötztal Bahnhof,,,3560,,1
16,000189,4154,Jenbach Bahnhof,,,3561,,1
16,000189,4155,Ötztal Bahnhof,,,3562,,1
16,000189,4156,Jenbach Bahnhof,,,3563,,1
16,000189,4157,Ötztal Bahnhof,,,3564,,1
16,000189,4158,Jenbach Bahnhof,,,3565,,1
16,000189,4159,Ötztal Bahnhof,,,3566,,1
16,000189,4160,Jenbach Bahnhof,,,3567,,1
16,000189,4161,Landeck-Zams Bahnhof,,,3568,,1
16,000189,4162,Jenbach Bahnhof,,,3569,,1
16,000035,4163,Jenbach Bahnhof,,,3569,,1
16,000034,4164,Landeck-Zams Bahnhof,,,3570,,1
16,000035,4165,Landeck-Zams Bahnhof,,,3571,,1
16,000193,4166,Landeck-Zams Bahnhof,,,3571,,1
16,000189,4167,Jenbach Bahnhof,,,3572,,1
16,000035,4168,Jenbach Bahnhof,,,3572,,1
16,000034,4169,Telfs-Pfaffenhofen Bahnhof,,,3573,,1
16,000035,4170,Telfs-Pfaffenhofen Bahnhof,,,3574,,1
16,000000,4171,Innsbruck Hbf,,,3575,,1
37,000000,4172,Landeck-Zams Bahnhof,,,3576,,1
16,000000,4173,Landeck-Zams Bahnhof,,,3577,,1
1,000000,4174,Innsbruck Hbf,IC 518,,3578,,1
34,000033,4175,Zirl Bahnhof,,,3579,,1
16,000033,4176,Innsbruck Hbf,,,3580,,1
34,000196,4177,Innsbruck Hbf,,,3581,,1
34,000035,4178,Innsbruck Hbf,,,3582,,1
34,000197,4179,Landeck-Zams Bahnhof,,,3583,,1
34,000198,4180,Landeck-Zams Bahnhof,,,3584,,1
34,000198,4181,Kufstein Bahnhof,,,3585,,1
34,000198,4182,Landeck-Zams Bahnhof,,,3586,,1
34,000198,4183,Kufstein Bahnhof,,,3587,,1
34,000199,4184,Telfs-Pfaffenhofen Bahnhof,,,3588,,1
34,000198,4185,Telfs-Pfaffenhofen Bahnhof,,,3589,,1
34,000198,4186,Kufstein Bahnhof,,,3590,,1
11,000000,4187,Brennero/Brenner,,,3591,,1
11,000035,4188,Ötztal Bahnhof,,,3592,,1
37,000035,4189,Ötztal Bahnhof,,,3592,,1
34,000033,4190,Brennero/Brenner,,,3593,,1
11,000033,4191,Brennero/Brenner,,,3593,,1
11,000004,4192,Brennero/Brenner,,,3594,,1
11,000000,4193,Brennero/Brenner,,,3595,,1
9,000000,4194,Brennero/Brenner,,,3596,,1
11,000000,4195,Brennero/Brenner,,,3596,,1
11,000004,4196,Brennero/Brenner,,,3597,,1
9,000033,4197,Brennero/Brenner,,,3598,,1
11,000033,4198,Brennero/Brenner,,,3598,,1
9,000000,4199,Brennero/Brenner,,,3599,,1
11,000000,4200,Brennero/Brenner,,,3599,,1
9,000033,4201,Brennero/Brenner,,,3600,,1
11,000033,4202,Brennero/Brenner,,,3600,,1
11,000004,4203,Brennero/Brenner,,,3601,,1
9,000000,4204,Brennero/Brenner,,,3602,,1
11,000000,4205,Brennero/Brenner,,,3602,,1
11,000004,4206,Brennero/Brenner,,,3603,,1
9,000033,4207,Brennero/Brenner,,,3604,,1
11,000033,4208,Brennero/Brenner,,,3604,,1
9,000000,4209,Brennero/Brenner,,,3605,,1
11,000000,4210,Brennero/Brenner,,,3605,,1
11,000004,4211,Brennero/Brenner,,,3606,,1
9,000033,4212,Brennero/Brenner,,,3607,,1
11,000033,4213,Brennero/Brenner,,,3607,,1
9,000000,4214,Brennero/Brenner,,,3608,,1
11,000000,4215,Brennero/Brenner,,,3608,,1
11,000034,4216,Brennero/Brenner,,,3609,,1
9,000035,4217,Brennero/Brenner,,,3610,,1
11,000035,4218,Brennero/Brenner,,,3610,,1
9,000000,4219,Brennero/Brenner,,,3611,,1
11,000000,4220,Brennero/Brenner,,,3611,,1
2,000033,4221,Wien Hbf,D 523,,3612,,1
9,000033,4222,Brennero/Brenner,,,3613,,1
11,000033,4223,Brennero/Brenner,,,3613,,1
11,000004,4224,Brennero/Brenner,,,3614,,1
11,000035,4225,Brennero/Brenner,,,3615,,1
9,000035,4226,Steinach am Brenner Bahnhst,,,3616,,1
9,000033,4227,Steinach am Brenner Bahnhst,,,3616,,1
11,000033,4228,Steinach am Brenner Bahnhst,,,3616,,1
11,000033,4229,Wörgl Hbf,,,3617,,1
9,000033,4230,Wörgl Hbf,,,3617,,1
23,000033,4231,Steinach am Brenner Bahnhst,,,3618,,1
34,000033,4232,Steinach am Brenner Bahnhst,,,3618,,1
11,000033,4233,Steinach am Brenner Bahnhst,,,3618,,1
11,000037,4234,Brennero/Brenner,,,3619,,1
16,000033,4235,Brennero/Brenner,,,3620,,1
11,000033,4236,Brennero/Brenner,,,3620,,1
11,000033,4237,Hall in Tirol Bahnhof,,,3621,,1
16,000033,4238,Hall in Tirol Bahnhof,,,3621,,1
11,000037,4239,Innsbruck Hbf,,,3622,,1
11,000037,4240,Steinach am Brenner Bahnhst,,,3623,,1
16,000033,4241,Steinach am Brenner Bahnhst,,,3624,,1
11,000033,4242,Steinach am Brenner Bahnhst,,,3624,,1
16,000033,4243,Hall in Tirol Bahnhof,,,3625,,1
2,000033,4244,Wien Hbf,D 525,,3626,,1
11,000037,4245,Steinach am Brenner Bahnhst,,,3627,,1
16,000033,4246,Steinach am Brenner Bahnhst,,,3628,,1
11,000033,4247,Steinach am Brenner Bahnhst,,,3628,,1
11,000033,4248,Hall in Tirol Bahnhof,,,3629,,1
16,000033,4249,Hall in Tirol Bahnhof,,,3629,,1
11,000037,4250,Innsbruck Hbf,,,3630,,1
11,000037,4251,Steinach am Brenner Bahnhst,,,3631,,1
16,000033,4252,Steinach am Brenner Bahnhst,,,3632,,1
11,000033,4253,Steinach am Brenner Bahnhst,,,3632,,1
11,000037,4254,Innsbruck Hbf,,,3633,,1
11,000033,4255,Hall in Tirol Bahnhof,,,3634,,1
16,000033,4256,Hall in Tirol Bahnhof,,,3634,,1
11,000037,4257,Steinach am Brenner Bahnhst,,,3635,,1
16,000033,4258,Steinach am Brenner Bahnhst,,,3636,,1
11,000033,4259,Steinach am Brenner Bahnhst,,,3636,,1
11,000033,4260,Hall in Tirol Bahnhof,,,3637,,1
16,000033,4261,Hall in Tirol Bahnhof,,,3637,,1
11,000037,4262,Innsbruck Hbf,,,3638,,1
11,000037,4263,Steinach am Brenner Bahnhst,,,3639,,1
16,000033,4264,Steinach am Brenner Bahnhst,,,3640,,1
11,000033,4265,Steinach am Brenner Bahnhst,,,3640,,1
11,000033,4266,Hall in Tirol Bahnhof,,,3641,,1
16,000033,4267,Hall in Tirol Bahnhof,,,3641,,1
11,000037,4268,Innsbruck Hbf,,,3642,,1
16,000033,4269,Steinach am Brenner Bahnhst,,,3643,,1
11,000033,4270,Steinach am Brenner Bahnhst,,,3643,,1
11,000037,4271,Steinach am Brenner Bahnhst,,,3644,,1
11,000037,4272,Innsbruck Hbf,,,3645,,1
11,000033,4273,Hall in Tirol Bahnhof,,,3646,,1
16,000033,4274,Hall in Tirol Bahnhof,,,3646,,1
11,000037,4275,Steinach am Brenner Bahnhst,,,3647,,1
16,000033,4276,Steinach am Brenner Bahnhst,,,3648,,1
11,000033,4277,Steinach am Brenner Bahnhst,,,3648,,1
11,000037,4278,Innsbruck Hbf,,,3649,,1
11,000033,4279,Hall in Tirol Bahnhof,,,3650,,1
16,000033,4280,Hall in Tirol Bahnhof,,,3650,,1
11,000037,4281,Steinach am Brenner Bahnhst,,,3651,,1
16,000033,4282,Steinach am Brenner Bahnhst,,,3652,,1
11,000033,4283,Steinach am Brenner Bahnhst,,,3652,,1
11,000033,4284,Hall in Tirol Bahnhof,,,3653,,1
16,000033,4285,Hall in Tirol Bahnhof,,,3653,,1
11,000037,4286,Innsbruck Hbf,,,3654,,1
11,000037,4287,Steinach am Brenner Bahnhst,,,3655,,1
16,000033,4288,Steinach am Brenner Bahnhst,,,3656,,1
11,000033,4289,Steinach am Brenner Bahnhst,,,3656,,1
11,000033,4290,Hall in Tirol Bahnhof,,,3657,,1
16,000033,4291,Hall in Tirol Bahnhof,,,3657,,1
11,000037,4292,Innsbruck Hbf,,,3658,,1
11,000037,4293,Steinach am Brenner Bahnhst,,,3659,,1
16,000033,4294,Steinach am Brenner Bahnhst,,,3660,,1
11,000033,4295,Steinach am Brenner Bahnhst,,,3660,,1
11,000033,4296,Hall in Tirol Bahnhof,,,3661,,1
16,000033,4297,Hall in Tirol Bahnhof,,,3661,,1
11,000037,4298,Innsbruck Hbf,,,3662,,1
11,000037,4299,Steinach am Brenner Bahnhst,,,3663,,1
16,000033,4300,Steinach am Brenner Bahnhst,,,3664,,1
11,000033,4301,Steinach am Brenner Bahnhst,,,3664,,1
11,000037,4302,Innsbruck Hbf,,,3665,,1
11,000033,4303,Hall in Tirol Bahnhof,,,3666,,1
16,000033,4304,Hall in Tirol Bahnhof,,,3666,,1
2,000033,4305,Wien Hbf,D 527,,3667,,1
11,000037,4306,Steinach am Brenner Bahnhst,,,3668,,1
16,000033,4307,Steinach am Brenner Bahnhst,,,3669,,1
11,000033,4308,Steinach am Brenner Bahnhst,,,3669,,1
11,000035,4309,Innsbruck Hbf,,,3670,,1
11,000035,4310,Brennero/Brenner,,,3671,,1
11,000035,4311,Innsbruck Hbf,,,3672,,1
11,000000,4312,Brennero/Brenner,,,3673,,1
11,000000,4313,Brennero/Brenner,,,3674,,1
25,000035,4314,Saalfelden Bahnhof,R 5290,,3675,,1
25,000000,4315,Saalfelden Bahnhof,R 5294,,3676,,1
25,000004,4316,Saalfelden Bahnhof,R 5296,,3677,,1
25,000033,4317,Saalfelden Bahnhof,R 5296,,3678,,1
3,000000,4318,Wien Hbf,RJ 530,,3679,,1
37,000033,4319,Kufstein Bahnhof,,,3680,,1
9,000033,4320,Kufstein Bahnhof,,,3680,,1
9,000033,4321,Innsbruck Hbf,,,3681,,1
11,000033,4322,Wörgl Hbf,,,3682,,1
9,000033,4323,Wörgl Hbf,,,3682,,1
11,000033,4324,Wörgl Hbf,,,3683,,1
9,000033,4325,Wörgl Hbf,,,3683,,1
11,000035,4326,Wörgl Hbf,,,3684,,1
9,000035,4327,Wörgl Hbf,,,3684,,1
9,000035,4328,Kufstein Bahnhof,,,3685,,1
9,000033,4329,Kufstein Bahnhof,,,3685,,1
37,000200,4330,Innsbruck Hbf,,,3686,,1
3,000000,4331,Wien Hbf,RJ 532,,3687,,1
37,000200,4332,Landeck-Zams Bahnhof,,,3688,,1
37,000200,4333,Innsbruck Hbf,,,3689,,1
37,000200,4334,Innsbruck Hbf,,,3690,,1
37,000200,4335,Landeck-Zams Bahnhof,,,3691,,1
37,000200,4336,Innsbruck Hbf,,,3692,,1
37,000200,4337,Innsbruck Hbf,,,3693,,1
37,000200,4338,Landeck-Zams Bahnhof,,,3694,,1
37,000200,4339,Innsbruck Hbf,,,3695,,1
1,000000,4340,Lienz in Osttirol Bahnhof,IC 533,,3696,,1
37,000200,4341,Landeck-Zams Bahnhof,,,3697,,1
9,000033,4342,Kufstein Bahnhof,,,3698,,1
37,000200,4343,Landeck-Zams Bahnhof,,,3699,,1
11,000000,4344,Kufstein Bahnhof,,,3700,,1
9,000000,4345,Kufstein Bahnhof,,,3700,,1
3,000201,4346,Wien Hbf,RJ 534,,3701,,1
3,000202,4347,Wien Hbf,RJ 534,,3702,,1
8,000000,4348,Innsbruck Hbf,,,3703,,1
9,000000,4349,Innsbruck Hbf,,,3703,,1
9,000033,4350,Kufstein Bahnhof,,,3704,,1
9,000033,4351,Innsbruck Hbf,,,3705,,1
11,000000,4352,Kufstein Bahnhof,,,3706,,1
9,000000,4353,Kufstein Bahnhof,,,3706,,1
11,000000,4354,Kufstein Bahnhof,,,3707,,1
9,000000,4355,Kufstein Bahnhof,,,3707,,1
11,000033,4356,Wörgl Hbf,,,3708,,1
9,000033,4357,Wörgl Hbf,,,3708,,1
3,000000,4358,Villach Hbf,RJ 535,,3709,,1
11,000000,4359,Kufstein Bahnhof,,,3710,,1
9,000000,4360,Kufstein Bahnhof,,,3710,,1
11,000000,4361,Kufstein Bahnhof,,,3711,,1
9,000000,4362,Kufstein Bahnhof,,,3711,,1
9,000000,4363,Innsbruck Hbf,,,3712,,1
11,000000,4364,Kufstein Bahnhof,,,3713,,1
9,000000,4365,Kufstein Bahnhof,,,3713,,1
9,000033,4366,Innsbruck Hbf,,,3714,,1
23,000000,4367,Saalfelden Bahnhof,,,3715,,1
3,000000,4368,Wien Hbf,RJ 536,,3716,,1
37,000033,4369,Landeck-Zams Bahnhof,,,3717,,1
37,000033,4370,Innsbruck Hbf,,,3718,,1
37,000035,4371,Landeck-Zams Bahnhof,,,3719,,1
37,000033,4372,Innsbruck Hbf,,,3720,,1
37,000033,4373,Innsbruck Hbf,,,3721,,1
37,000188,4374,Landeck-Zams Bahnhof,,,3722,,1
37,000033,4375,Innsbruck Hbf,,,3723,,1
9,000033,4376,Kufstein Bahnhof,,,3724,,1
37,000037,4377,Innsbruck Hbf,,,3725,,1
37,000204,4378,Innsbruck Hbf,,,3726,,1
9,000033,4379,Innsbruck Hbf,,,3727,,1
9,000033,4380,Kufstein Bahnhof,,,3728,,1
37,000189,4381,Landeck-Zams Bahnhof,,,3729,,1
37,000189,4382,Innsbruck Hbf,,,3730,,1
37,000206,4383,Landeck-Zams Bahnhof,,,3731,,1
37,000206,4384,Innsbruck Hbf,,,3732,,1
37,000189,4385,Landeck-Zams Bahnhof,,,3733,,1
37,000189,4386,Innsbruck Hbf,,,3734,,1
37,000206,4387,Landeck-Zams Bahnhof,,,3735,,1
37,000206,4388,Innsbruck Hbf,,,3736,,1
37,000189,4389,Landeck-Zams Bahnhof,,,3737,,1
37,000189,4390,Innsbruck Hbf,,,3738,,1
3,000000,4391,Lienz in Osttirol Bahnhof,RJ 539,,3739,,1
3,000208,4392,Lienz in Osttirol Bahnhof,RJ 539,,3739,,1
37,000206,4393,Landeck-Zams Bahnhof,,,3740,,1
37,000206,4394,Innsbruck Hbf,,,3741,,1
37,000189,4395,Landeck-Zams Bahnhof,,,3742,,1
37,000206,4396,Landeck-Zams Bahnhof,,,3743,,1
37,000189,4397,Landeck-Zams Bahnhof,,,3744,,1
37,000189,4398,Innsbruck Hbf,,,3745,,1
37,000206,4399,Landeck-Zams Bahnhof,,,3746,,1
37,000209,4400,Innsbruck Hbf,,,3747,,1
37,000033,4401,Kufstein Bahnhof,,,3748,,1
9,000033,4402,Kufstein Bahnhof,,,3748,,1
3,000044,4403,Salzburg Hbf,RJ 540,,3749,,1
51,000000,4404,Innsbruck Hbf,,,3750,,1
51,000000,4405,Scharnitz Bahnhof,,,3751,,1
25,000000,4406,Innsbruck Hbf,R 5407,,3752,,1
51,000000,4407,Innsbruck Hbf,,,3752,,1
3,000044,4408,Flughafen Wien Bahnhof,RJ 541,,3753,,1
3,000045,4409,Flughafen Wien Bahnhof,RJ 541,,3754,,1
25,000000,4410,Seefeld in Tirol Bahnhof,R 5411,,3755,,1
7,000000,4411,Seefeld in Tirol Bahnhof,REX 5411,,3755,,1
25,000000,4412,Innsbruck Hbf,R 5413,,3756,,1
51,000000,4413,Innsbruck Hbf,,,3756,,1
25,000000,4414,Seefeld in Tirol Bahnhof,R 5415,,3757,,1
7,000004,4415,Seefeld in Tirol Bahnhof,REX 5415,,3757,,1
25,000000,4416,Innsbruck Hbf,R 5417,,3758,,1
51,000000,4417,Innsbruck Hbf,,,3758,,1
25,000000,4418,Seefeld in Tirol Bahnhof,R 5419,,3759,,1
7,000004,4419,Seefeld in Tirol Bahnhof,REX 5419,,3759,,1
3,000000,4420,Salzburg Hbf,RJ 542,,3760,,1
25,000000,4421,Innsbruck Hbf,R 5421,,3761,,1
51,000000,4422,Innsbruck Hbf,,,3761,,1
25,000000,4423,Seefeld in Tirol Bahnhof,R 5423,,3762,,1
7,000000,4424,Seefeld in Tirol Bahnhof,REX 5423,,3762,,1
51,000000,4425,Scharnitz Bahnhof,,,3763,,1
51,000000,4426,Innsbruck Hbf,,,3764,,1
25,000000,4427,Seefeld in Tirol Bahnhof,R 5429,,3765,,1
7,000004,4428,Seefeld in Tirol Bahnhof,REX 5429,,3765,,1
3,000000,4429,Flughafen Wien Bahnhof,RJ 543,,3766,,1
25,000000,4430,Innsbruck Hbf,R 5431,,3767,,1
51,000000,4431,Innsbruck Hbf,,,3767,,1
25,000000,4432,Seefeld in Tirol Bahnhof,R 5433,,3768,,1
7,000000,4433,Seefeld in Tirol Bahnhof,REX 5433,,3768,,1
51,000000,4434,Scharnitz Bahnhof,,,3769,,1
51,009460,4435,Innsbruck Hbf,,,3770,,1
3,000000,4436,Salzburg Hbf,RJ 544,,3771,,1
3,000044,4437,Salzburg Hbf,RJ 544,,3771,,1
51,000035,4438,Innsbruck Hbf,,,3772,,1
51,000036,4439,Scharnitz Bahnhof,,,3773,,1
51,000000,4440,Innsbruck Hbf,,,3774,,1
51,000000,4441,Seefeld in Tirol Bahnhof,,,3775,,1
51,000000,4442,Innsbruck Hbf,,,3776,,1
51,000000,4443,Scharnitz Bahnhof,,,3777,,1
51,000105,4444,Scharnitz Bahnhof,,,3777,,1
51,000000,4445,Innsbruck Hbf,,,3778,,1
51,000000,4446,Scharnitz Bahnhof,,,3779,,1
51,000033,4447,Scharnitz Bahnhof,,,3779,,1
51,000114,4448,Innsbruck Hbf,,,3780,,1
51,000105,4449,Innsbruck Hbf,,,3781,,1
3,000044,4450,Wien Hbf,RJ 545,,3782,,1
51,000000,4451,Scharnitz Bahnhof,,,3783,,1
51,000035,4452,Scharnitz Bahnhof,,,3783,,1
51,000004,4453,Innsbruck Hbf,,,3784,,1
51,000033,4454,Innsbruck Hbf,,,3785,,1
51,000000,4455,Scharnitz Bahnhof,,,3786,,1
51,000033,4456,Scharnitz Bahnhof,,,3786,,1
51,000034,4457,Innsbruck Hbf,,,3787,,1
